applicant_age,gender,province,monthly_income_npr,loan_amount_npr,loan_tenure_months,max_dpd_24m,overdue_count_12m,bounce_count_12m,restructure_count,dscr,emi_income_ratio,income_stability,avg_bank_balance_6m,income_cagr_2y,ltv_ratio,collateral_score,insurance_flag,active_loan_count,credit_history_months,hard_enquiry_6m,bank_tenure_months,product_count,avg_deposit_12m,bs_month_applied,festival_proximity,district_npa_rate,remittance_inflow_flag,defaulted
41,Male,Lumbini,33500,243000,120,0,0,1,0,2.0833,0.4831,1.0,177600.0,0.057,0.2587,0.8,0,2,107,5,117,6,256400.0,5,24,0.0134,0,0
30,Male,Bagmati,145200,745000,84,0,0,0,0,3.0727,0.3192,0.7,957100.0,0.0348,0.6902,0.8,1,2,190,0,56,5,864900.0,6,7,0.0113,0,0
58,Male,Bagmati,64400,325000,48,0,0,0,1,3.5,0.253,1.0,550900.0,0.0748,0.8153,0.5,1,1,58,2,7,5,390800.0,1,55,0.0116,1,0
42,Male,Bagmati,149800,1945000,120,2,1,0,0,2.904,0.3439,0.7,245400.0,0.1402,0.7394,0.5,0,1,225,1,90,5,282800.0,7,0,0.0114,0,0
57,Male,Province No. 1,49300,353000,24,0,0,0,0,1.9125,0.5339,0.7,227600.0,0.1256,0.706,0.4,0,1,240,0,125,4,133800.0,3,28,0.0118,1,0
42,Male,Bagmati,77200,769000,12,1,0,0,0,0.7409,1.3741,1.0,47700.0,0.0807,0.2874,0.8,1,1,3,2,18,1,9000.0,1,67,0.0124,0,1
42,Male,Madhesh,62900,587000,24,0,0,0,0,0.9742,0.8813,0.7,500.0,0.2591,0.3247,0.6,1,3,143,2,188,4,500.0,10,81,0.0154,0,1
28,Male,Province No. 1,65300,851000,120,0,0,0,0,3.5,0.2549,1.0,73700.0,0.137,0.2777,1.0,1,0,106,0,76,3,10000.0,10,75,0.0135,1,0
61,Male,Province No. 1,61500,331000,24,0,0,0,0,2.8809,0.3309,1.0,122600.0,0.1093,0.3445,0.5,0,0,108,0,31,6,130100.0,6,8,0.0122,1,0
49,Male,Bagmati,72400,1297000,120,37,1,1,0,1.9122,0.5327,0.7,30400.0,0.2597,0.2876,1.0,1,1,130,0,37,5,31300.0,12,55,0.0119,0,0
33,Male,Bagmati,69800,894000,36,0,0,0,0,1.3869,0.7825,0.4,198300.0,0.3366,0.7784,0.8,1,1,35,2,19,3,213600.0,6,0,0.0126,0,0
56,Male,Bagmati,107400,1109000,48,0,0,0,0,1.5669,0.6186,0.7,581600.0,0.0873,0.5729,0.6,1,2,240,1,39,5,552800.0,4,35,0.0122,0,0
30,Male,Bagmati,79400,736000,36,15,3,1,1,1.5841,0.602,1.0,361900.0,0.1373,0.6751,0.6,0,2,60,1,43,2,242400.0,1,56,0.011,1,0
25,Female,Bagmati,120100,778000,12,3,1,1,0,0.7448,1.1355,0.7,1742300.0,0.0879,0.6898,0.6,1,1,72,0,84,2,1791500.0,7,13,0.0131,0,0
49,Female,Madhesh,41100,280000,36,5,4,3,0,2.3967,0.409,1.0,25100.0,0.1243,0.5331,0.5,0,1,165,1,3,4,72700.0,9,62,0.014,0,0
52,Male,Province No. 1,98800,978000,60,6,2,4,0,1.8303,0.53,0.7,575600.0,0.2172,0.3547,0.5,0,1,89,0,7,1,429000.0,3,21,0.0141,0,0
45,Male,Madhesh,37600,250000,60,7,3,0,0,3.4773,0.2873,1.0,10700.0,0.0947,0.5306,0.6,1,1,183,1,105,5,24300.0,8,50,0.0161,1,0
50,Female,Lumbini,60000,738000,60,10,1,1,0,3.0114,0.3389,1.0,602100.0,0.1073,0.3942,0.8,1,0,19,1,8,1,599500.0,6,0,0.0148,0,0
31,Female,Bagmati,88500,875000,60,5,3,2,0,2.9021,0.3501,1.0,159300.0,0.1263,0.3262,0.6,1,0,91,2,49,6,77400.0,3,40,0.0124,0,0
32,Male,Karnali,16100,120000,48,0,0,0,0,2.2073,0.4437,0.4,20500.0,0.0784,0.6356,1.0,1,1,51,1,17,6,4300.0,7,0,0.0162,1,0
36,Female,Lumbini,34200,166000,48,0,0,0,0,3.5,0.3175,1.0,123500.0,0.1194,0.7609,1.0,1,2,48,3,11,3,108900.0,11,13,0.0139,1,0
29,Male,Province No. 1,48400,350000,60,12,1,1,0,3.5,0.2643,0.7,84800.0,0.0783,0.3179,0.6,0,0,11,2,25,6,52100.0,2,47,0.0135,0,0
30,Male,Province No. 1,55100,828000,84,3,3,0,0,1.2636,0.7808,0.7,622500.0,0.1523,0.5552,0.8,1,2,69,3,102,4,569600.0,8,30,0.0137,1,0
22,Female,Gandaki,32200,269000,120,13,0,0,0,3.5,0.177,0.7,190800.0,0.0724,0.5952,1.0,1,0,3,0,48,5,199800.0,12,49,0.0118,0,0
30,Male,Bagmati,71000,504000,36,2,4,2,0,1.8016,0.5493,1.0,23600.0,0.0234,0.4881,0.5,0,2,5,2,8,6,13000.0,2,45,0.0124,0,0
43,Female,Bagmati,80200,351000,60,0,0,1,0,1.5601,0.5986,1.0,382700.0,0.0912,0.4643,0.5,0,4,240,5,48,6,310400.0,1,74,0.0117,0,0
36,Male,Madhesh,62700,771000,48,23,5,3,0,2.059,0.5084,1.0,145200.0,0.1083,0.7154,0.8,1,1,227,0,91,4,106800.0,2,57,0.0158,0,0
39,Male,Province No. 1,50900,370000,36,0,0,0,0,2.2422,0.4822,0.7,82600.0,0.0975,0.4808,0.6,0,1,38,1,9,5,108400.0,2,38,0.0128,0,0
59,Male,Gandaki,33700,481000,120,0,0,0,0,3.0856,0.3152,0.4,109700.0,0.0513,0.6714,0.4,1,0,140,2,23,3,30800.0,3,27,0.0129,0,0
21,Female,Sudurpashchim,8000,50000,60,0,0,0,0,2.3172,0.4526,0.4,40900.0,0.3516,0.3999,0.8,1,1,1,0,36,2,11700.0,8,29,0.016,0,0
56,Male,Madhesh,72500,879000,120,6,1,1,0,3.5,0.2831,1.0,536200.0,0.0881,0.6161,0.5,0,0,4,0,3,3,380900.0,1,75,0.0146,1,0
22,Male,Bagmati,105900,504000,24,47,7,6,1,1.5362,0.6976,1.0,250200.0,0.1329,0.7115,0.8,1,2,3,2,48,3,271600.0,6,0,0.0145,0,1
42,Female,Gandaki,99500,1583000,120,0,0,0,0,3.5,0.2856,1.0,460400.0,0.099,0.2868,0.4,1,0,226,0,21,5,310500.0,12,51,0.0116,1,0
26,Male,Lumbini,8400,105000,48,10,1,1,0,2.128,0.4609,0.4,19500.0,0.0231,0.4249,1.0,0,0,25,0,73,4,17300.0,12,31,0.0128,0,1
41,Male,Lumbini,47100,474000,48,0,0,0,0,2.5428,0.3757,1.0,71700.0,0.0551,0.2966,0.8,1,0,163,3,137,4,90100.0,5,10,0.0146,0,0
58,Male,Madhesh,23200,275000,120,74,3,1,1,3.5,0.253,1.0,109600.0,0.0537,0.4747,0.4,0,0,240,2,61,5,149100.0,6,0,0.0155,0,0
22,Male,Bagmati,109300,918000,60,11,4,0,0,2.5204,0.4037,0.7,905200.0,-0.0719,0.5628,0.5,0,1,6,3,48,1,663100.0,1,46,0.0137,0,0
42,Male,Sudurpashchim,38200,195000,48,0,0,0,0,3.5,0.2724,0.7,97100.0,0.0718,0.5216,0.8,1,1,240,2,16,4,5800.0,7,8,0.0161,1,0
40,Male,Bagmati,95000,1083000,120,0,0,0,0,2.4231,0.3976,1.0,144200.0,-0.0021,0.6022,0.5,0,1,240,1,87,6,165800.0,3,20,0.0132,0,1
39,Male,Province No. 1,35300,246000,48,0,0,0,1,1.3811,0.7115,0.7,85600.0,0.1706,0.5033,0.5,1,3,14,2,34,3,100700.0,3,22,0.0128,0,0
47,Male,Bagmati,58000,165000,120,12,2,3,0,2.1208,0.4814,1.0,112300.0,0.0969,0.4737,0.6,0,3,54,4,35,6,78500.0,10,86,0.0135,0,0
34,Female,Bagmati,70100,490000,84,12,1,0,0,3.5,0.2521,1.0,374900.0,0.0984,0.4788,0.8,1,1,240,0,171,2,280500.0,6,0,0.0108,0,0
53,Male,Madhesh,49500,666000,60,0,0,0,0,1.644,0.654,1.0,204000.0,0.0744,0.5038,0.8,1,2,135,1,36,3,215900.0,8,41,0.0141,1,0
31,Male,Madhesh,28300,328000,12,20,1,1,0,0.5968,1.6305,1.0,500.0,0.0854,0.6037,0.4,0,0,13,1,30,6,2100.0,7,5,0.0161,0,1
35,Male,Madhesh,22800,197000,36,0,0,0,0,2.4379,0.4045,0.4,100100.0,0.0143,0.7335,0.8,1,0,36,0,10,4,108100.0,8,31,0.0148,0,0
40,Female,Madhesh,24100,248000,48,29,2,2,0,1.1532,0.7647,0.7,219700.0,0.1678,0.2985,0.6,0,5,19,3,40,4,212700.0,5,11,0.015,0,1
59,Female,Province No. 1,62100,272000,48,5,3,2,0,3.3087,0.2971,0.7,183700.0,0.1701,0.5095,0.8,0,1,80,2,13,1,154400.0,3,39,0.0122,1,0
43,Male,Madhesh,54800,823000,48,46,2,3,1,1.4194,0.635,1.0,264300.0,0.0493,0.3029,0.8,1,0,240,0,11,6,223700.0,2,60,0.0145,1,0
56,Female,Madhesh,44800,296000,120,0,0,0,0,3.5,0.1266,0.7,367400.0,0.2755,0.4342,0.6,0,0,240,1,119,4,299700.0,10,69,0.0146,0,0
26,Male,Madhesh,19900,100000,60,20,1,1,0,3.3607,0.2986,0.4,88700.0,0.0936,0.8172,0.6,0,1,57,2,96,6,113700.0,2,57,0.0142,0,0
24,Male,Bagmati,84200,578000,120,10,0,0,1,1.8677,0.53,1.0,207000.0,0.0379,0.3087,1.0,0,2,5,1,30,3,256900.0,6,17,0.0127,1,0
42,Male,Lumbini,23200,351000,120,0,0,0,0,3.5,0.3016,0.4,1100.0,0.0797,0.402,0.8,1,0,240,1,40,5,500.0,5,13,0.0127,0,0
58,Male,Bagmati,149000,1718000,60,1,4,1,0,1.283,0.7371,0.7,302800.0,0.2511,0.2763,1.0,1,2,87,1,31,6,267200.0,2,31,0.0124,0,1
30,Male,Lumbini,48100,274000,12,0,0,0,0,1.508,0.667,0.7,48900.0,0.0098,0.7849,1.0,1,0,32,0,9,2,500.0,5,27,0.0127,0,1
30,Male,Bagmati,79600,757000,120,0,0,0,0,2.0128,0.4947,1.0,496700.0,-0.0167,0.338,0.8,1,2,12,2,18,2,563000.0,11,14,0.0126,0,0
27,Female,Province No. 1,57500,694000,120,0,0,0,0,1.5623,0.6429,0.7,5100.0,0.0074,0.8225,0.5,1,2,82,0,108,6,29800.0,5,15,0.0123,0,0
59,Female,Madhesh,47500,687000,120,0,0,0,0,2.2244,0.4874,1.0,12200.0,0.1536,0.2614,1.0,1,1,105,1,19,6,17400.0,6,2,0.0142,0,0
24,Female,Province No. 1,9500,75000,12,2,5,5,0,0.9721,1.1082,0.4,42100.0,-0.1121,0.6143,0.6,1,0,12,1,8,3,55600.0,2,36,0.0134,1,1
47,Male,Madhesh,25500,154000,24,0,0,0,0,2.5405,0.4069,0.4,97000.0,0.0946,0.7925,0.6,1,0,221,1,35,3,118400.0,8,52,0.0162,0,0
36,Female,Bagmati,148100,1156000,60,0,0,0,0,1.6795,0.5828,1.0,510800.0,0.0758,0.6891,0.5,1,2,63,1,8,5,348800.0,3,29,0.0111,1,0
38,Male,Karnali,24100,142000,60,7,2,1,0,1.9794,0.4924,0.4,179600.0,0.2945,0.8003,0.5,0,2,22,4,24,5,165300.0,11,18,0.0144,0,0
50,Male,Lumbini,27000,139000,60,0,0,0,0,3.4581,0.3087,0.4,41700.0,0.172,0.6179,0.4,0,1,131,0,1,3,500.0,11,27,0.0125,0,0
39,Female,Sudurpashchim,41600,469000,84,8,2,1,0,2.741,0.3595,0.7,33300.0,0.1592,0.508,0.8,1,1,66,1,42,3,65300.0,4,18,0.0159,1,0
21,Male,Madhesh,29600,284000,60,8,2,1,0,2.5418,0.3959,1.0,53400.0,0.0644,0.582,1.0,1,1,5,1,36,3,27900.0,8,35,0.0147,1,0
44,Female,Lumbini,59900,564000,120,11,2,1,0,3.5,0.1711,1.0,29600.0,0.1218,0.4698,1.0,1,0,62,0,18,6,40400.0,5,11,0.014,1,0
22,Male,Karnali,17800,123000,36,0,0,1,0,2.7908,0.3395,1.0,27700.0,0.0055,0.5871,1.0,1,0,15,0,5,3,500.0,4,24,0.0179,0,0
56,Male,Lumbini,42400,269000,36,0,0,0,0,1.1916,0.8438,1.0,649600.0,0.0508,0.5199,0.4,1,3,67,2,31,3,429900.0,4,35,0.0136,0,0
60,Male,Gandaki,26300,309000,84,67,5,3,0,2.5544,0.3832,0.4,500.0,0.0531,0.5767,0.6,0,1,240,1,8,5,2200.0,5,26,0.0123,0,0
56,Female,Lumbini,67000,493000,84,0,0,0,0,2.5318,0.3865,1.0,492700.0,0.0128,0.723,0.5,0,1,12,1,115,6,516500.0,11,29,0.0137,0,0
38,Male,Lumbini,37100,468000,12,13,1,0,0,0.5914,1.9837,0.7,50700.0,0.12,0.5855,0.4,1,1,9,2,7,6,34600.0,1,51,0.0137,0,1
38,Female,Province No. 1,71200,311000,24,0,0,0,0,3.399,0.2962,0.7,500.0,-0.0448,0.77,0.5,0,0,52,2,215,6,46500.0,2,48,0.014,1,1
45,Male,Gandaki,52400,921000,60,5,5,2,0,1.4822,0.6743,0.7,63200.0,0.1431,0.6318,0.6,0,1,45,1,120,3,44800.0,6,0,0.0121,0,1
56,Female,Madhesh,28600,271000,48,0,0,1,0,2.7501,0.35,1.0,223200.0,0.0714,0.7765,0.5,1,0,106,0,5,4,283000.0,6,13,0.0149,1,0
52,Female,Karnali,32500,316000,12,0,0,0,0,0.6774,1.3645,0.7,39700.0,0.1003,0.6447,0.6,1,1,118,3,60,1,25000.0,6,18,0.0151,0,1
40,Other,Madhesh,20000,153000,84,26,1,1,0,3.5,0.1504,0.7,73100.0,0.1495,0.6941,0.8,1,0,240,1,3,4,94800.0,1,66,0.0132,0,0
55,Male,Sudurpashchim,41900,320000,84,16,0,0,0,2.9153,0.3566,0.7,107000.0,0.1087,0.4512,0.6,1,1,40,3,88,3,89500.0,11,35,0.0153,0,0
38,Male,Madhesh,32700,247000,84,0,0,0,0,2.6391,0.387,1.0,148600.0,0.11,0.3307,0.4,0,1,41,2,28,4,93000.0,2,30,0.0147,0,0
53,Male,Bagmati,69500,285000,60,52,1,0,0,2.1639,0.4584,0.7,27200.0,0.0139,0.3898,0.5,0,4,240,4,48,2,25500.0,7,20,0.0118,0,1
31,Male,Sudurpashchim,23000,189000,120,0,0,0,0,1.7531,0.5413,1.0,20600.0,0.0172,0.6831,0.6,1,3,49,1,9,5,18900.0,4,24,0.0152,0,0
40,Female,Bagmati,161400,800000,60,4,3,2,0,3.5,0.2029,0.7,71900.0,0.2755,0.4095,0.5,0,0,76,0,1,4,39100.0,10,76,0.011,0,0
55,Male,Bagmati,77800,849000,120,7,4,5,0,3.1976,0.292,1.0,105900.0,0.0459,0.7262,0.6,1,1,41,0,47,6,136300.0,8,52,0.0126,1,0
31,Female,Lumbini,36300,497000,24,0,0,0,1,0.8513,1.0513,1.0,112800.0,0.0686,0.315,0.5,1,0,69,1,22,3,126900.0,6,20,0.0131,0,1
47,Male,Sudurpashchim,56300,242000,60,8,4,1,0,3.5,0.1075,0.7,271900.0,0.1885,0.6442,0.6,0,0,39,0,18,5,321900.0,7,0,0.0154,0,0
32,Female,Province No. 1,33000,414000,48,15,1,1,0,2.2085,0.467,1.0,57600.0,0.05,0.3988,0.8,0,0,35,0,31,6,46700.0,4,31,0.0135,0,0
39,Female,Bagmati,66400,448000,120,0,0,0,0,3.5,0.1213,0.4,500.0,-0.1587,0.3371,0.6,0,0,121,0,11,2,500.0,3,44,0.012,0,0
34,Female,Bagmati,43600,483000,60,3,3,5,0,2.661,0.4142,0.4,64600.0,0.0201,0.7611,0.5,1,0,3,0,51,2,71500.0,9,61,0.0111,0,0
48,Male,Province No. 1,22500,321000,120,75,3,2,0,1.6585,0.6409,1.0,500.0,0.0408,0.8193,0.4,1,3,18,1,125,4,12500.0,8,51,0.0129,1,1
52,Female,Bagmati,62400,634000,60,9,1,2,0,3.3688,0.3097,1.0,505700.0,0.1533,0.8059,0.8,1,0,121,2,104,2,477700.0,1,52,0.0119,0,0
57,Male,Bagmati,54000,205000,60,0,0,0,0,3.5,0.1409,1.0,208600.0,0.0914,0.4152,0.8,1,0,120,2,70,6,214600.0,12,34,0.0117,0,0
35,Male,Gandaki,31800,84000,60,0,0,0,0,3.5,0.0904,0.4,104700.0,0.1921,0.5052,1.0,1,0,6,0,11,2,118200.0,2,33,0.0122,0,0
29,Female,Madhesh,22700,140000,60,17,2,1,0,2.9621,0.3364,0.7,99100.0,0.0942,0.7912,0.5,0,1,3,0,63,2,80600.0,11,31,0.0139,1,0
60,Male,Province No. 1,34900,586000,24,51,0,0,0,0.8448,1.3338,1.0,467000.0,0.1038,0.2732,0.6,1,2,85,1,160,6,570800.0,2,32,0.0137,0,1
37,Female,Sudurpashchim,32000,272000,120,3,3,3,0,3.5,0.1529,1.0,194200.0,0.0638,0.4348,0.6,1,0,135,1,13,2,164900.0,6,12,0.015,1,0
48,Male,Lumbini,53800,330000,60,0,0,0,0,3.5,0.1719,1.0,213300.0,0.0529,0.3513,1.0,1,0,240,1,76,3,178900.0,5,15,0.0126,0,0
36,Male,Bagmati,131600,811000,60,25,5,1,0,1.5652,0.6297,0.7,74700.0,-0.0037,0.3398,1.0,1,3,30,0,18,2,116000.0,5,8,0.0148,0,0
56,Female,Gandaki,77000,439000,60,4,1,1,0,2.8277,0.3369,1.0,43600.0,0.1051,0.4271,0.4,0,1,29,2,96,5,2600.0,12,42,0.0134,0,0
24,Male,Madhesh,37500,229000,36,1,1,0,1,2.8384,0.3458,1.0,423400.0,0.103,0.6412,0.6,1,1,5,0,72,2,265400.0,8,31,0.0139,0,0
22,Female,Bagmati,129400,713000,60,0,0,0,0,2.47,0.4002,0.7,617500.0,0.0573,0.3959,0.8,1,1,27,2,15,3,397400.0,5,20,0.0124,0,0
35,Female,Bagmati,31100,190000,84,4,2,2,0,2.6145,0.3861,1.0,77900.0,0.0571,0.7595,0.8,1,1,4,2,37,4,34200.0,2,32,0.0107,0,0
38,Male,Gandaki,75200,424000,36,0,0,0,0,2.3357,0.4639,0.7,165100.0,0.1953,0.4628,0.8,0,2,146,4,16,5,169900.0,7,6,0.0126,0,0
52,Male,Bagmati,105000,621000,60,0,0,0,0,2.6418,0.3571,0.7,538500.0,0.0732,0.4143,1.0,0,1,39,1,38,6,569700.0,7,0,0.0111,0,0
40,Male,Madhesh,30000,328000,120,47,2,1,1,2.266,0.489,0.4,500.0,-0.0186,0.3478,1.0,1,2,109,1,5,6,64300.0,8,30,0.0142,0,0
31,Male,Lumbini,32800,483000,120,16,1,0,0,2.4507,0.4094,1.0,22000.0,0.1606,0.5921,0.5,0,1,3,0,19,1,27100.0,4,7,0.0147,0,0
24,Female,Bagmati,34600,297000,120,5,1,1,0,3.5,0.1672,0.4,500.0,0.019,0.36,0.8,1,0,25,0,41,1,46100.0,10,71,0.0108,0,0
55,Female,Madhesh,32100,175000,48,0,0,0,0,1.292,0.78,1.0,282600.0,0.0502,0.3974,0.6,0,3,240,2,3,1,329100.0,2,40,0.0159,0,1
42,Male,Sudurpashchim,63800,343000,60,0,0,0,0,2.8818,0.3631,0.7,114900.0,0.0636,0.3341,0.6,1,1,1,0,27,2,159500.0,12,48,0.0153,1,0
61,Male,Sudurpashchim,32700,448000,48,0,0,0,0,2.1175,0.4793,1.0,223600.0,0.1378,0.2834,0.6,1,0,240,0,29,6,150600.0,9,65,0.0153,0,0
34,Male,Karnali,11500,50000,48,0,0,1,1,1.5969,0.6715,0.7,500.0,0.1282,0.2832,0.6,0,3,41,2,14,4,33500.0,4,18,0.0146,1,0
30,Male,Madhesh,50000,427000,60,0,0,0,0,3.5,0.2663,1.0,127400.0,0.0717,0.4023,0.5,0,0,116,1,5,6,153000.0,12,39,0.0128,0,0
32,Male,Karnali,12200,74000,60,9,1,1,0,1.8209,0.4689,0.4,30300.0,-0.1601,0.6534,0.8,1,2,28,2,69,3,19900.0,4,17,0.0158,0,1
38,Female,Bagmati,65100,623000,120,0,0,0,0,1.9224,0.5666,0.4,164300.0,-0.2,0.4634,0.5,0,2,123,0,25,5,227900.0,7,20,0.0117,0,0
26,Male,Gandaki,58000,410000,60,0,0,0,0,1.5839,0.6343,1.0,245700.0,0.1093,0.7519,0.8,1,3,8,2,96,3,255100.0,12,53,0.0152,1,0
26,Female,Bagmati,111900,871000,60,5,2,3,0,2.525,0.4206,1.0,32900.0,0.0104,0.5006,0.8,1,1,53,0,4,2,33700.0,11,31,0.0112,0,0
54,Male,Madhesh,55700,473000,48,14,4,2,0,1.9844,0.4845,0.7,104300.0,0.0933,0.5766,1.0,1,2,240,0,87,6,138900.0,8,51,0.0141,0,0
50,Female,Gandaki,73500,708000,120,25,0,0,0,2.3691,0.4302,1.0,207400.0,0.0442,0.6593,0.5,1,1,46,0,103,5,233500.0,3,27,0.0128,1,0
42,Female,Bagmati,131500,2366000,60,0,0,0,0,1.2304,0.9687,0.7,1708300.0,0.1882,0.4426,0.6,1,5,26,7,3,3,1856000.0,10,90,0.0112,1,0
41,Female,Sudurpashchim,43500,260000,48,8,4,3,0,3.5,0.2355,0.7,500.0,0.098,0.6153,0.5,1,0,161,2,26,1,500.0,9,60,0.0148,1,0
41,Male,Gandaki,39900,631000,24,10,4,1,0,0.6635,1.4041,1.0,92800.0,0.1153,0.3042,0.8,1,3,6,4,37,4,154800.0,10,92,0.013,0,0
45,Male,Bagmati,54000,887000,120,0,0,0,0,1.9778,0.4994,1.0,156800.0,0.0899,0.5857,0.5,0,2,63,3,96,6,173000.0,2,44,0.0135,0,0
33,Male,Bagmati,29200,257000,24,2,4,4,0,1.2704,0.8171,0.4,49000.0,0.084,0.5022,1.0,1,2,61,0,89,2,39200.0,5,21,0.0116,0,1
53,Male,Madhesh,56700,843000,120,0,0,0,0,3.5,0.2787,1.0,245100.0,0.1076,0.7132,0.8,1,0,86,1,13,3,300200.0,4,18,0.0132,0,0
21,Female,Gandaki,8000,50000,36,1,3,1,0,2.1112,0.4918,0.7,65200.0,0.2047,0.3244,0.5,1,2,0,1,36,2,82100.0,1,58,0.0116,0,1
53,Female,Gandaki,67300,560000,48,0,0,0,0,2.194,0.422,1.0,338200.0,0.1367,0.6942,1.0,1,1,53,1,3,4,427900.0,11,39,0.0126,0,0
54,Female,Bagmati,89000,1258000,120,5,1,0,0,1.6021,0.5915,1.0,329900.0,0.0781,0.4815,0.6,1,3,240,3,25,1,359000.0,10,71,0.0114,0,0
42,Male,Sudurpashchim,53700,706000,120,6,4,2,0,3.5,0.3009,1.0,321500.0,0.0216,0.4913,0.6,0,0,46,0,34,5,240800.0,8,31,0.0158,0,0
33,Male,Province No. 1,39300,204000,48,0,0,0,0,2.157,0.4908,1.0,298900.0,0.0821,0.3374,0.5,0,3,21,6,138,6,387000.0,6,19,0.0135,1,0
58,Female,Madhesh,34000,162000,48,8,3,1,0,1.4563,0.7384,0.7,57800.0,0.1253,0.3053,0.5,0,3,240,2,114,5,84600.0,6,0,0.0144,0,1
55,Male,Lumbini,61700,1073000,120,0,0,0,0,2.4055,0.4244,1.0,183300.0,0.0879,0.6527,0.8,1,1,240,2,12,5,167900.0,7,11,0.0155,1,0
60,Male,Province No. 1,47700,234000,60,14,4,2,0,3.5,0.2621,0.7,116300.0,0.0333,0.7726,1.0,1,1,22,0,120,2,99200.0,6,0,0.0121,0,0
21,Male,Province No. 1,36400,215000,120,20,1,0,0,3.5,0.1177,0.7,452300.0,0.1719,0.577,0.6,0,0,0,1,36,4,533300.0,1,64,0.0124,1,0
47,Female,Lumbini,43600,133000,48,0,0,0,0,1.3701,0.7095,1.0,161600.0,0.0437,0.3616,0.8,1,5,31,2,69,3,154000.0,3,29,0.0134,1,1
21,Male,Province No. 1,53100,352000,48,0,0,1,0,2.1445,0.4288,1.0,138400.0,0.1265,0.7507,0.6,1,2,3,2,36,3,119100.0,5,29,0.0138,1,0
22,Female,Province No. 1,35400,350000,48,0,0,0,0,2.6296,0.3464,0.7,62400.0,0.2222,0.6014,0.6,1,0,1,0,30,1,88600.0,12,55,0.0129,1,0
23,Male,Sudurpashchim,22400,341000,12,7,5,3,0,0.5,2.3774,0.7,60400.0,0.2609,0.3346,0.6,1,2,1,0,60,3,76700.0,7,12,0.0143,1,1
53,Female,Madhesh,62000,576000,60,0,0,0,0,3.5,0.2667,0.7,314000.0,0.1008,0.2981,0.6,1,0,240,0,88,6,419600.0,7,18,0.0141,0,0
51,Female,Bagmati,81100,1223000,120,0,0,0,1,3.086,0.3401,1.0,106900.0,0.0295,0.2669,1.0,1,0,240,0,15,1,144500.0,9,59,0.0115,0,0
58,Female,Bagmati,91900,557000,24,0,0,0,0,1.7298,0.5786,0.7,556000.0,0.1416,0.3196,0.8,1,1,127,2,263,2,341600.0,4,27,0.0129,0,0
47,Male,Madhesh,28500,251000,84,0,0,0,0,3.5,0.2148,1.0,84900.0,0.1084,0.6452,0.8,0,0,240,0,51,6,84500.0,5,18,0.0135,0,0
44,Male,Madhesh,44100,502000,36,0,0,0,0,1.5088,0.6567,0.7,255200.0,-0.021,0.4852,0.8,0,1,227,0,118,5,188800.0,8,50,0.0138,0,0
28,Male,Gandaki,47000,291000,84,0,0,0,0,1.8706,0.5424,1.0,8900.0,0.0392,0.5544,0.5,0,3,1,1,69,6,6700.0,6,19,0.0123,0,0
50,Male,Madhesh,35300,317000,120,0,0,0,0,3.2847,0.2757,0.7,210600.0,0.2548,0.2838,0.8,0,1,231,0,42,6,180200.0,11,34,0.014,1,0
59,Male,Madhesh,24200,356000,12,7,0,0,0,0.5675,2.184,1.0,97400.0,0.1435,0.7304,0.8,0,1,63,3,43,6,93700.0,6,17,0.0128,0,1
35,Female,Karnali,27500,148000,48,0,0,0,0,3.5,0.1799,0.7,160100.0,0.182,0.5465,0.5,0,0,120,1,75,6,121500.0,9,53,0.0148,0,0
50,Male,Bagmati,46500,691000,48,0,0,0,0,0.9555,0.9661,1.0,123100.0,0.0834,0.404,0.6,1,2,30,1,3,1,108900.0,7,9,0.0121,1,0
42,Female,Bagmati,104900,1113000,48,0,0,0,0,1.7772,0.4895,0.7,712600.0,0.0098,0.779,0.8,0,1,28,0,48,3,760600.0,4,28,0.012,1,0
42,Female,Sudurpashchim,30700,246000,60,0,0,0,0,2.6676,0.3881,1.0,124500.0,0.1068,0.5891,0.5,0,1,29,2,22,1,132400.0,1,63,0.016,1,0
54,Female,Karnali,35200,559000,120,0,0,0,0,3.5,0.2597,0.7,257000.0,0.032,0.6694,0.5,1,0,202,0,49,1,144700.0,7,6,0.0149,0,0
33,Female,Province No. 1,62800,992000,48,11,4,3,0,1.5847,0.6708,1.0,189100.0,0.1711,0.3595,0.4,0,1,9,0,16,2,134100.0,7,15,0.0132,1,1
57,Male,Province No. 1,57700,381000,60,8,2,0,0,3.5,0.1964,1.0,672300.0,0.137,0.417,0.5,0,0,240,0,190,2,713200.0,12,52,0.0124,1,0
62,Male,Province No. 1,65700,297000,24,0,0,0,0,1.7271,0.5839,0.7,381800.0,0.0474,0.6184,0.5,0,2,240,0,6,6,387500.0,8,31,0.0134,0,0
25,Male,Gandaki,100700,491000,24,0,0,0,0,2.1001,0.4739,1.0,293900.0,0.0973,0.809,0.8,1,2,0,0,27,6,334600.0,5,16,0.0113,0,0
42,Female,Gandaki,79600,788000,48,22,0,0,0,2.634,0.4128,1.0,71700.0,0.051,0.7868,0.6,0,0,36,1,91,5,54300.0,10,74,0.0128,0,0
21,Male,Bagmati,42100,159000,36,0,0,0,0,2.45,0.4227,0.7,243100.0,0.1482,0.4746,0.8,1,2,3,3,13,2,210000.0,7,13,0.0117,1,0
