customer_id,days_since_last_txn,txn_count_90d,avg_txn_amount,monthly_volume,active_loan_count,max_fd_balance,qr_txn_count_30d,remittance_30d,age,occupation_type,district_code,true_persona
2815,4,130,151877.1574170389,2695041.131107003,2,47028.71293966394,60,0.0,47,1,40,Active SME Borrower
2816,2,80,1248.4117704934674,66635.92194784063,0,0.0,75,0.0,24,0,9,QR Digital-First Youth
2817,1,63,1968.5636632145333,50876.55830174884,0,0.0,76,0.0,18,3,57,QR Digital-First Youth
2818,3,154,73656.40493275013,2208508.395651918,2,46201.50227162701,46,0.0,31,1,3,Active SME Borrower
2819,18,13,167383.82417691682,484511.3078548013,0,2497213.8893330987,1,0.0,65,0,70,High-Value Depositor
2820,0,4,23521.996115284855,821756.1711468747,1,2609571.580077858,1,0.0,55,0,74,High-Value Depositor
2821,4,46,49696.85125789487,162276.4086028084,0,183684.53486606694,3,110229.21607977609,42,4,16,NRN Remittance Active
2822,0,115,87690.61817753426,2701581.991642719,2,66254.79558137554,36,0.0,35,1,25,Active SME Borrower
2823,128,1,100.0,0.0,0,0.0,0,0.0,18,1,30,Dormant At-Risk
2824,0,0,100.0,80.38377235828688,0,0.0,0,0.0,23,2,12,Dormant At-Risk
2825,233,1,520.261860420301,0.0,0,0.0,0,0.0,23,0,30,Dormant At-Risk
2826,27,0,5089.153921321638,18125.218571852583,0,0.0,0,0.0,46,2,68,Micro Finance Rural
2827,0,104,1828.7979521333052,52404.216869073265,0,0.0,70,0.0,18,3,9,QR Digital-First Youth
2828,0,99,97548.02603541756,3373893.801683098,2,53727.906091359895,66,0.0,47,1,35,Active SME Borrower
2829,0,129,91147.41985557544,2193424.444030905,1,77526.61599408362,49,0.0,39,1,40,Active SME Borrower
2830,1,77,100.0,63550.17464207768,0,0.0,46,0.0,19,3,50,QR Digital-First Youth
2831,17,14,177652.00429261793,561396.2145372475,0,2564505.972862572,1,0.0,70,1,7,High-Value Depositor
2832,1,95,798.4267336691822,48259.415917041406,0,0.0,41,0.0,19,0,49,QR Digital-First Youth
2833,6,14,103907.00934373433,663100.2044888525,0,2100100.0098906835,4,0.0,66,1,48,High-Value Depositor
2834,164,1,102.57518312627309,0.0,0,0.0,0,0.0,26,0,71,Dormant At-Risk
2835,0,87,86747.84951257218,1948354.1264577424,3,36630.56518384524,46,0.0,25,1,52,Active SME Borrower
2836,108,0,100.0,0.0,0,0.0,0,0.0,30,3,27,Dormant At-Risk
2837,2,28,71422.52840238005,161118.88744652783,1,108528.77907385111,5,80800.92864379141,38,0,61,NRN Remittance Active
2838,0,194,41698.18162517409,2058867.1852670184,2,49389.07622850082,44,0.0,38,1,21,Active SME Borrower
2839,164,0,963.9958887876148,494.9131636240302,0,0.0,0,0.0,47,0,75,Dormant At-Risk
2840,2,102,100.0,63478.27406864334,0,0.0,85,0.0,23,3,22,QR Digital-First Youth
2841,75,2,279.5611118189008,225.92491445736852,0,0.0,0,0.0,36,1,49,Dormant At-Risk
2842,45,7,7907.90999268572,14875.394316466047,1,0.0,0,1253.0350830039988,20,2,28,Micro Finance Rural
2843,0,121,103630.23125945686,3509070.9495356977,1,48666.72972640364,39,0.0,22,1,73,Active SME Borrower
2844,12,4,7616.575553851342,13812.461560070855,0,0.0,0,0.0,52,2,40,Micro Finance Rural
2845,0,135,62573.475440727074,2176893.022904423,2,48508.97401471929,49,0.0,48,1,39,Active SME Borrower
2846,8,21,63168.982447395196,198376.1497454588,0,178018.34087524406,0,66625.85047703744,36,0,66,NRN Remittance Active
2847,0,95,1907.6204091857085,42493.05353319638,0,0.0,76,0.0,24,3,61,QR Digital-First Youth
2848,7,8,9578.782004024943,11238.805485509596,1,0.0,0,1436.6106431735602,33,2,29,Micro Finance Rural
2849,2,106,80257.55758484617,2456336.729379376,1,51118.62285740313,33,0.0,36,1,15,Active SME Borrower
2850,22,7,11745.886313638182,4558.223077693983,1,0.0,0,4884.077304596196,46,2,64,Micro Finance Rural
2851,19,9,8721.151689417196,8890.60769712268,0,0.0,0,6810.7024582588765,54,2,33,Micro Finance Rural
2852,1,142,52030.20742565036,2836970.966286748,2,63552.85455364376,27,0.0,49,1,18,Active SME Borrower
2853,4,18,40612.25709675987,134631.48401513844,0,126414.41662373338,3,68650.12117570416,18,0,18,NRN Remittance Active
2854,2,130,105251.51387539401,2099696.9499161397,2,33657.29656337434,42,0.0,55,1,33,Active SME Borrower
2855,1,85,2539.8416948835666,48565.96260489279,0,0.0,83,0.0,27,0,61,QR Digital-First Youth
2856,0,173,77397.03301116523,2150280.5900001302,2,53519.90931941256,24,0.0,44,1,74,Active SME Borrower
2857,0,85,83271.40650843384,1845115.2981874251,2,18083.641668457967,14,0.0,38,1,31,Active SME Borrower
2858,10,6,169534.7960464072,755903.7339520317,0,3055941.4516458423,0,0.0,53,1,66,High-Value Depositor
2859,35,1,5576.357101003256,17155.783004622106,1,0.0,0,15010.757487462186,51,2,28,Micro Finance Rural
2860,181,0,1267.9736674632443,241.5389499239481,0,0.0,0,0.0,47,1,27,Dormant At-Risk
2861,23,0,7844.725151078294,9304.325360409523,0,0.0,0,7750.888329962249,49,2,41,Micro Finance Rural
2862,1,28,54782.518276735296,154944.3607927592,0,169404.5016189639,7,75357.94964062152,22,4,49,NRN Remittance Active
2863,12,12,52105.974911529855,113716.61985584897,1,143671.2409973663,2,70102.79441729577,35,4,67,NRN Remittance Active
2864,4,20,55837.436541644056,135598.46302803894,1,155524.86395457885,3,78101.0136957105,32,4,42,NRN Remittance Active
2865,35,16,185225.32699123616,699116.302800406,0,3752283.66195664,5,0.0,57,1,64,High-Value Depositor
2866,21,9,4624.313345173792,20291.289837099703,1,0.0,0,2812.115945659611,31,2,60,Micro Finance Rural
2867,2,15,26877.113124629414,207506.4339196816,1,132530.54480530677,5,86660.02104105697,34,4,71,NRN Remittance Active
2868,1,69,2489.59218783315,45834.5457566757,0,0.0,73,0.0,20,3,3,QR Digital-First Youth
2869,20,2,8822.33715697737,20315.596100268114,0,0.0,0,3965.4054163272576,33,2,74,Micro Finance Rural
2870,2,66,91670.04179300489,2468066.697169631,2,50333.57125023814,53,0.0,63,1,5,Active SME Borrower
2871,1,113,78963.4301908772,1782812.6292277616,2,60822.10303652274,0,0.0,48,1,5,Active SME Borrower
2872,5,25,56626.34117618461,131537.80541921215,0,72318.83429371787,8,89640.26176816056,42,0,58,NRN Remittance Active
2873,0,7,184102.603285631,131984.45109884941,0,2304214.7290314185,1,0.0,37,1,40,High-Value Depositor
2874,7,9,183417.02443590405,468369.2311255359,0,1606484.90748072,1,0.0,67,0,68,High-Value Depositor
2875,292,0,100.0,0.0,0,0.0,0,0.0,30,2,33,Dormant At-Risk
2876,1,156,63097.35015102256,2956942.8767075366,1,56373.239267556884,30,0.0,56,1,63,Active SME Borrower
2877,0,118,91819.0469121818,1317724.3748448833,1,28309.07124850423,26,0.0,48,1,2,Active SME Borrower
2878,22,11,94685.32437941829,452597.60599747446,0,2168647.7009121506,4,0.0,51,1,64,High-Value Depositor
2879,7,30,43226.873316435805,121067.44729397724,0,67320.03574091644,3,79339.68944591175,27,0,48,NRN Remittance Active
2880,40,12,210897.9576152779,383870.3394892098,0,3224591.7787231226,2,0.0,62,1,36,High-Value Depositor
2881,6,15,62242.155912427945,84336.3856373876,1,116298.18026639966,4,54846.38323687599,45,4,39,NRN Remittance Active
2882,7,19,72235.16182620474,127803.67527825541,1,218419.6734117686,3,116541.49644654327,30,4,65,NRN Remittance Active
2883,26,5,3664.351644059132,15547.536352697469,0,0.0,0,339.69602951076286,25,2,42,Micro Finance Rural
2884,39,4,9040.431631260626,24101.20202745784,1,0.0,0,12361.323692043587,43,2,30,Micro Finance Rural
2885,29,10,4045.6111429495404,8733.842587186013,1,0.0,0,10214.595137706914,36,2,49,Micro Finance Rural
2886,2,116,87297.22987953201,2125230.8463935917,1,24774.097450190766,50,0.0,37,1,63,Active SME Borrower
2887,14,22,52695.71801115376,79937.2992900116,1,39485.544288481,10,103762.18717941197,42,4,21,NRN Remittance Active
2888,4,28,55987.14793857149,171710.3588930943,1,69521.27801134359,3,82062.23792196019,25,4,21,NRN Remittance Active
2889,21,8,252827.17824147706,191439.6969580708,1,2660589.43317176,0,0.0,60,1,34,High-Value Depositor
2890,0,130,83782.15201729296,3679197.852029359,2,35863.49139127402,13,0.0,37,1,61,Active SME Borrower
2891,22,5,5634.533628065578,10968.622801627922,0,0.0,0,16976.99842512064,31,2,9,Micro Finance Rural
2892,0,62,61272.398055498925,2986318.9725283203,2,28265.49739975496,39,0.0,42,1,30,Active SME Borrower
2893,7,36,46663.207543392564,230019.8649444647,0,79993.196834872,1,85573.61391397736,40,0,49,NRN Remittance Active
2894,1,102,1967.0059865131923,41053.50435131888,0,0.0,71,0.0,22,3,22,QR Digital-First Youth
2895,1,93,1325.9580710941354,56857.83021387419,0,0.0,37,0.0,30,0,35,QR Digital-First Youth
2896,165,0,1458.6439610608518,343.6700332097509,0,0.0,0,0.0,47,0,61,Dormant At-Risk
2897,32,0,9888.331562869718,14746.057656614616,1,0.0,0,1310.6108729970001,56,2,12,Micro Finance Rural
2898,2,75,55886.004528235004,4788540.2103659175,1,42109.7311616028,23,0.0,51,1,38,Active SME Borrower
2899,8,17,42516.31541148608,113458.25501511645,0,73753.67396098004,1,59023.70283471084,30,0,23,NRN Remittance Active
2900,3,136,45161.55102165039,3818514.6265289225,2,35073.85112680701,29,0.0,56,1,53,Active SME Borrower
2901,1,56,53896.580990366085,121312.2224797812,0,79723.36541187711,2,72796.90721594903,22,4,25,NRN Remittance Active
2902,0,149,55281.83885103114,2617290.047794539,2,57635.88494692728,38,0.0,43,1,14,Active SME Borrower
2903,48,11,8914.298975764019,18536.7593360053,1,0.0,0,3900.4793960156094,64,2,4,Micro Finance Rural
2904,1,96,78363.23369486019,2646814.277148842,2,47950.76792480869,57,0.0,60,1,45,Active SME Borrower
2905,27,1,11390.556434796616,18637.114960451057,1,0.0,0,0.0,42,2,38,Micro Finance Rural
2906,6,143,111220.6884587883,4632155.089405956,2,48608.402751620575,81,0.0,40,1,3,Active SME Borrower
2907,9,24,32747.07749677563,152182.0066232869,1,141887.3112777576,4,59454.84663120135,43,0,25,NRN Remittance Active
2908,1,89,1952.246989635491,49059.449902545406,0,0.0,73,0.0,22,0,49,QR Digital-First Youth
2909,6,31,34266.83370362209,185521.22670457247,1,78229.55146909569,3,61382.6812039838,30,4,46,NRN Remittance Active
2910,0,131,58239.962902173436,2737318.43482441,2,66934.61709792806,21,0.0,58,1,57,Active SME Borrower
2911,1,41,44166.14215201093,126473.04302352914,0,156992.83021808515,5,102761.05708090514,36,4,54,NRN Remittance Active
2912,9,19,51417.567908040655,176158.00167010812,1,65418.578728834356,9,49668.70984959502,33,4,48,NRN Remittance Active
2913,280,1,100.0,0.0,0,0.0,0,0.0,33,2,54,Dormant At-Risk
2914,2,145,73419.15938551635,1869797.6863770448,1,44788.62633649068,55,0.0,39,1,8,Active SME Borrower
2915,6,6,194344.36950486503,515715.40594383,0,2575576.3726700377,0,0.0,57,1,62,High-Value Depositor
2916,1,128,48071.07669964587,819978.8451481119,1,80608.88669841907,49,0.0,57,1,21,Active SME Borrower
2917,0,110,693.5982125316056,39962.88990862707,0,0.0,76,0.0,28,3,72,QR Digital-First Youth
2918,6,0,8965.481920314296,14511.264030829678,1,0.0,0,1722.1318109891445,24,2,17,Micro Finance Rural
2919,6,0,45267.82952223262,56708.0122398282,0,80965.46554487945,3,51138.54292337181,25,4,24,NRN Remittance Active
2920,18,4,10569.859403546932,6799.289619479989,0,0.0,0,0.0,50,2,25,Micro Finance Rural
2921,3,55,577.2911877031302,34341.970312201236,0,0.0,62,0.0,29,3,58,QR Digital-First Youth
2922,54,0,10879.537882181734,10538.553048233138,1,0.0,0,6138.234073089796,47,2,55,Micro Finance Rural
2923,10,21,56848.6162028084,163070.22512736052,1,7730.283738854792,4,71952.04161980835,37,4,43,NRN Remittance Active
2924,2,23,35273.77786561781,64656.871890347495,1,72894.21066585588,10,53360.247105929244,39,4,13,NRN Remittance Active
2925,0,122,574.9818552048342,31461.02194802157,0,0.0,57,0.0,30,3,21,QR Digital-First Youth
2926,3,149,73211.2716201661,2351768.9150595176,1,72689.71879084903,29,0.0,43,1,26,Active SME Borrower
2927,32,7,8866.286886996895,10060.42755461585,1,0.0,0,0.0,48,2,46,Micro Finance Rural
2928,3,119,1033.4816356796646,50383.17058248292,0,0.0,64,0.0,23,3,61,QR Digital-First Youth
2929,0,9,199828.52552897236,540951.7764803568,0,2283476.8024638263,0,0.0,58,0,25,High-Value Depositor
2930,0,86,1429.895219874418,34538.786875114914,0,0.0,53,0.0,32,3,28,QR Digital-First Youth
2931,8,24,22856.542795359022,140884.26496415032,0,151937.81448072515,6,68498.14053329967,43,4,19,NRN Remittance Active
2932,7,19,248129.35952653975,365976.9599091534,0,2182239.1059826044,3,0.0,40,0,68,High-Value Depositor
2933,2,115,1074.0926823366046,71753.93475430076,0,0.0,53,0.0,19,3,74,QR Digital-First Youth
2934,0,164,80467.9947763448,3432576.149212405,2,59661.665152716785,63,0.0,43,1,38,Active SME Borrower
2935,0,0,9260.189415152356,23407.34426863076,1,0.0,0,6642.21892158861,34,2,52,Micro Finance Rural
2936,34,3,8770.450757066283,12174.31356556181,1,0.0,0,6079.288411669155,53,2,27,Micro Finance Rural
2937,42,6,10430.93695914073,22582.442019083905,1,0.0,0,3663.79083323791,35,2,43,Micro Finance Rural
2938,15,2,203577.1576117443,475588.5735757445,0,2941746.7363775573,3,0.0,41,1,23,High-Value Depositor
2939,4,47,54882.303670341964,203052.09295917902,0,134475.34141645295,1,116529.16004311267,35,4,17,NRN Remittance Active
2940,20,8,82446.28168959894,230084.75768969354,1,5203027.564405084,0,0.0,70,1,67,High-Value Depositor
2941,7,26,46510.13254648401,132919.0766614842,1,93391.9123822338,4,92023.40285523463,25,4,36,NRN Remittance Active
2942,3,32,64760.26956978017,65673.49701548317,0,85484.83656324046,8,103460.29638466035,34,4,6,NRN Remittance Active
2943,13,2,7051.162109755971,10287.846246427878,1,0.0,0,767.3907735235189,63,2,15,Micro Finance Rural
2944,207,0,100.0,76.5570540585221,0,0.0,0,0.0,31,1,58,Dormant At-Risk
2945,9,7,180985.5722983068,790523.3490972358,0,0.0,0,0.0,50,0,34,High-Value Depositor
2946,3,93,75861.83473855835,2636486.710353007,2,39174.559706109736,19,0.0,33,1,32,Active SME Borrower
2947,9,3,157017.99349240234,398157.3274801731,0,1061588.8332054408,1,0.0,41,0,7,High-Value Depositor
2948,0,93,81084.89797992131,2743689.523238479,2,51711.18661244882,28,0.0,38,1,64,Active SME Borrower
2949,18,5,8498.214633240206,18774.496489068377,1,0.0,0,0.0,46,2,20,Micro Finance Rural
2950,0,119,96153.5293130555,2328551.118174999,2,77382.75563679403,51,0.0,64,1,24,Active SME Borrower
2951,0,111,2770.611913566766,71733.08113016191,0,0.0,85,0.0,22,3,17,QR Digital-First Youth
2952,4,116,80831.82502604129,3075911.906480547,2,57069.53583305873,29,0.0,57,1,32,Active SME Borrower
2953,18,5,11293.688934357377,20372.61668085591,1,0.0,0,0.0,28,2,14,Micro Finance Rural
2954,40,5,9241.528008630657,26782.974009251433,1,0.0,0,4952.1438955619315,44,2,46,Micro Finance Rural
2955,17,10,151269.42102712052,747916.8012883123,0,752778.3330347445,0,0.0,53,1,38,High-Value Depositor
2956,35,2,6734.750566550504,15948.876379105594,1,0.0,0,3959.667903491373,51,2,59,Micro Finance Rural
2957,0,82,574.8271895626365,65158.59175028185,0,0.0,39,0.0,24,3,49,QR Digital-First Youth
2958,1,16,27434.384405072757,97441.81968249031,1,117702.42542937731,5,77254.91891802095,34,4,57,NRN Remittance Active
2959,0,66,1715.9907111237092,52029.65081680381,0,0.0,40,0.0,19,3,35,QR Digital-First Youth
2960,20,1,167482.50236498468,133771.02433232998,0,4153309.6371785305,2,0.0,50,1,4,High-Value Depositor
2961,1,76,1596.2182452177528,40727.07586738964,0,0.0,36,0.0,29,3,76,QR Digital-First Youth
2962,52,0,906.2088186273836,0.0,0,0.0,0,0.0,23,2,27,Dormant At-Risk
2963,27,0,3362.6259524418692,20542.89846123314,1,0.0,0,8095.767853197344,44,2,60,Micro Finance Rural
2964,0,62,66861.18243079082,2859084.466734781,2,29695.308119519952,65,0.0,39,1,8,Active SME Borrower
2965,137,0,373.54579351459296,0.0,0,0.0,0,0.0,40,2,7,Dormant At-Risk
2966,24,10,138522.56723198266,455697.34740957525,0,2552526.3682153164,0,0.0,65,1,70,High-Value Depositor
2967,4,83,70199.13443723405,2315828.328132804,1,54164.30015538357,33,0.0,39,1,56,Active SME Borrower
2968,0,132,2290.1725163662986,53728.326547714736,0,0.0,42,0.0,18,3,40,QR Digital-First Youth
2969,18,0,6909.538921063506,15250.430822875824,1,0.0,0,0.0,48,2,25,Micro Finance Rural
2970,38,0,5290.267769752357,8553.64672527736,1,0.0,0,6168.5049442835325,38,2,35,Micro Finance Rural
2971,12,5,10530.402494397948,18305.941483448525,1,0.0,0,4428.208815060813,42,2,26,Micro Finance Rural
2972,18,3,8848.352057309101,11728.909405666336,1,0.0,0,1792.286725343778,50,2,41,Micro Finance Rural
2973,29,2,10807.223393790613,17371.68405265688,1,0.0,0,5111.038832453242,46,2,39,Micro Finance Rural
2974,0,5,8292.86903769765,6059.084848029919,1,0.0,0,6516.169792774228,27,2,45,Micro Finance Rural
2975,0,80,98976.67419322698,2948147.9395280485,1,55743.5156705525,37,0.0,33,1,34,Active SME Borrower
2976,2,81,41757.85752115798,3630810.1272098236,2,49376.18553905279,38,0.0,33,1,39,Active SME Borrower
2977,27,7,4583.610235957252,10196.752416688567,1,0.0,0,16171.113004835424,36,2,23,Micro Finance Rural
2978,3,28,47128.17063942743,195601.1835494153,1,101363.22538172374,3,68781.33550722357,39,4,29,NRN Remittance Active
2979,4,34,52618.99004943024,131313.9564754783,0,80865.24294585982,5,113614.11995281263,47,4,30,NRN Remittance Active
2980,5,43,48001.41088692591,216188.0269006134,1,109681.41254591316,5,68884.28206052213,26,4,43,NRN Remittance Active
2981,35,7,11099.22489447258,10527.156360214376,1,0.0,0,5926.135488821279,33,2,30,Micro Finance Rural
2982,228,1,836.2281634740501,0.0,0,0.0,0,0.0,48,2,34,Dormant At-Risk
2983,3,177,60849.87658704774,2235081.943547167,1,45078.130427225,59,0.0,34,1,24,Active SME Borrower
2984,51,3,4082.0088856339585,12646.986247716639,0,0.0,0,7062.106590223185,26,2,57,Micro Finance Rural
2985,24,13,54609.62210613045,199955.62771061278,0,2278400.305614961,0,0.0,33,1,9,High-Value Depositor
2986,0,92,253.3860278626621,70027.1500271349,0,0.0,49,0.0,21,3,64,QR Digital-First Youth
2987,20,8,15679.942189903959,14431.496194266443,1,0.0,0,0.0,51,2,24,Micro Finance Rural
2988,3,28,49103.918598925164,106663.36646698434,1,133369.72190289176,5,94720.63204574172,50,4,11,NRN Remittance Active
2989,10,2,6125.231045412198,14428.828077834338,1,0.0,0,5744.099008216308,42,2,53,Micro Finance Rural
2990,8,14,145923.8663449177,526213.0372431697,0,1501787.7414885946,2,0.0,41,0,43,High-Value Depositor
2991,180,0,100.0,0.0,0,0.0,0,0.0,18,2,47,Dormant At-Risk
2992,6,37,28499.75036888006,145883.47249913972,0,139024.87603439298,3,62768.753150234654,38,4,4,NRN Remittance Active
2993,0,79,2848.3584917399357,36762.61666701658,0,0.0,95,0.0,27,3,32,QR Digital-First Youth
2994,1,16,65832.00155429365,100112.1860446533,0,51604.083998797476,6,117887.60571402489,26,4,53,NRN Remittance Active
2995,9,7,10012.415289406723,19738.50594580321,1,0.0,0,2502.275004866086,38,2,69,Micro Finance Rural
2996,1,88,1609.211223823612,74691.1296012545,0,0.0,53,0.0,28,3,64,QR Digital-First Youth
2997,24,5,104186.29497181375,698889.4751017815,0,2658756.0509375427,0,0.0,58,1,59,High-Value Depositor
2998,1,83,78415.07777614915,1996636.3740782624,2,51478.1374431552,11,0.0,47,1,45,Active SME Borrower
2999,22,2,5998.322963497603,13167.800439741917,1,0.0,1,6159.351930907948,42,2,4,Micro Finance Rural
3000,0,62,64297.83724647855,2752451.1739157056,2,22483.943949456414,67,0.0,45,1,16,Active SME Borrower
3001,1,63,1530.5255904027204,79267.07693367946,0,0.0,65,0.0,23,0,72,QR Digital-First Youth
3002,2,20,43878.280550230375,133053.61843254286,0,6909.037023913959,9,82358.35696922216,28,4,32,NRN Remittance Active
3003,9,4,9368.796110106596,13200.399483857307,0,0.0,0,3586.090430213549,54,2,51,Micro Finance Rural
3004,3,27,32099.962873165474,168235.58866042428,0,24689.256454674585,14,105355.85974408178,23,4,19,NRN Remittance Active
3005,2,147,72969.82823070105,5174443.029505834,2,31154.335307811933,31,0.0,56,1,31,Active SME Borrower
3006,43,0,6410.8867133703225,18404.835909531397,1,0.0,0,4387.753341403497,40,2,70,Micro Finance Rural
3007,3,144,71141.50199645868,3444328.3201880157,2,56618.65192820391,57,0.0,48,1,27,Active SME Borrower
3008,20,17,213743.75206393612,507889.4096481479,0,1598624.3201028255,3,0.0,63,1,53,High-Value Depositor
3009,2,217,92205.41762791591,3445785.3545780685,2,68780.29526147396,0,0.0,39,1,35,Active SME Borrower
3010,34,1,8897.746889336118,9999.918847114757,1,0.0,0,6556.19282100957,25,2,22,Micro Finance Rural
3011,36,5,4483.041908328365,15689.704671949907,0,0.0,0,9478.15842587276,48,2,13,Micro Finance Rural
3012,10,7,5247.980334701049,15684.646364336062,1,0.0,0,11680.669062755902,42,2,73,Micro Finance Rural
3013,1,113,58183.74688784641,2242645.9384170864,2,61604.96487858416,61,0.0,30,1,50,Active SME Borrower
3014,5,25,44900.94134274953,88425.02113892003,0,1957.7429265904211,6,115698.92548063022,42,4,71,NRN Remittance Active
3015,18,15,71759.86143189724,254311.2337468475,0,3123087.347889095,5,0.0,58,0,38,High-Value Depositor
3016,7,32,43995.616645271315,183024.44911728485,1,126314.29343409897,2,82476.75742042321,35,4,29,NRN Remittance Active
3017,2,179,105999.89225802982,3300647.6939015714,3,64835.917602836555,65,0.0,44,1,17,Active SME Borrower
3018,183,0,100.0,290.0946500761157,0,0.0,0,0.0,37,1,64,Dormant At-Risk
3019,1,15,62693.07401411607,109793.11559196557,1,89424.89965748966,5,58321.56914564603,37,4,6,NRN Remittance Active
3020,19,5,7432.82898266562,27966.11087698522,1,0.0,0,10918.643481264942,31,2,36,Micro Finance Rural
3021,1,18,188870.36763822555,536250.2325204101,0,2142172.066558733,1,0.0,55,0,26,High-Value Depositor
3022,25,5,8889.220029042477,10811.757004664743,1,0.0,0,2429.90556260197,51,2,23,Micro Finance Rural
3023,0,174,71243.86983044894,1313475.362683895,2,64338.229936959804,82,0.0,26,1,60,Active SME Borrower
3024,0,87,1407.1943374521895,25869.39202342565,0,0.0,78,0.0,29,3,74,QR Digital-First Youth
3025,45,13,6808.922645156995,11777.50424417559,1,0.0,0,12530.87316993412,42,2,20,Micro Finance Rural
3026,7,7,6694.695107380335,18985.098638064734,0,0.0,0,3427.6601235189623,55,2,61,Micro Finance Rural
3027,82,0,100.0,0.0,0,0.0,0,0.0,18,2,5,Dormant At-Risk
3028,132,2,795.7785593682521,727.0587983321802,0,0.0,0,0.0,49,0,56,Dormant At-Risk
3029,167,0,1342.3482492552575,0.0,0,0.0,0,0.0,41,3,63,Dormant At-Risk
3030,3,3,12670.09859560795,16427.713552298264,1,0.0,1,0.0,32,2,34,Micro Finance Rural
3031,9,2,177614.99688397616,632940.549066622,0,2837955.554145025,4,0.0,72,1,25,High-Value Depositor
3032,5,41,53962.094008451415,162611.5739959649,0,0.0,4,102799.00192152173,39,4,13,NRN Remittance Active
3033,32,8,11469.25336970001,14865.458899638066,0,0.0,0,5294.955505124312,49,2,75,Micro Finance Rural
3034,6,27,55064.889781333855,212197.09624830622,2,85117.87320017519,2,101294.80051637208,41,4,5,NRN Remittance Active
3035,0,55,3033.010689876582,41813.59743044728,0,0.0,80,0.0,19,3,66,QR Digital-First Youth
3036,38,6,9950.603148046122,19973.514331086986,1,0.0,0,1944.7605513659255,56,2,73,Micro Finance Rural
3037,19,12,100606.33295496253,707260.5784144959,0,2783053.162258654,2,0.0,39,1,8,High-Value Depositor
3038,24,5,9740.326089665703,11425.325064029397,1,0.0,0,1400.712294512552,49,2,63,Micro Finance Rural
3039,0,65,3337.241649339978,37617.345924458,0,0.0,68,0.0,20,0,18,QR Digital-First Youth
3040,27,2,9625.169234044115,13023.415795890967,1,0.0,0,9330.449785147519,22,2,45,Micro Finance Rural
3041,0,17,47803.90578831746,149621.76701626755,0,64913.63267020565,7,77211.62933435157,43,4,8,NRN Remittance Active
3042,32,1,6846.094147500402,12586.328883313236,0,0.0,0,6584.954272241602,18,2,23,Micro Finance Rural
3043,3,153,109930.18983388483,3048622.010923806,2,67373.0835117039,21,0.0,49,1,27,Active SME Borrower
3044,24,13,249363.79996154038,471019.0841837137,0,1418085.631286867,0,0.0,27,0,54,High-Value Depositor
3045,35,1,8741.405133158667,20022.28624421344,1,0.0,0,10977.911318299222,48,2,31,Micro Finance Rural
3046,1,84,272.2845668423397,23412.012217668096,0,0.0,53,0.0,21,3,1,QR Digital-First Youth
3047,4,93,54358.75267269653,3237891.596309514,1,44212.186509957835,15,0.0,58,1,54,Active SME Borrower
3048,31,9,74167.87252896045,746044.4351301575,0,2454071.1712598396,0,0.0,52,1,7,High-Value Depositor
3049,3,89,45393.75400010799,2643208.2302478263,1,56563.65761009029,40,0.0,50,1,8,Active SME Borrower
3050,1,90,76986.77545032815,2563136.336792503,2,54357.859795259064,57,0.0,41,1,21,Active SME Borrower
3051,0,160,17988.15359159148,2403420.4426984685,2,50227.778944238074,37,0.0,49,1,43,Active SME Borrower
3052,227,0,828.76332343018,319.5938049766214,0,0.0,0,0.0,60,1,15,Dormant At-Risk
3053,3,9,26172.763991922635,239920.74895824096,0,91245.7424863147,4,87598.23345344096,18,4,40,NRN Remittance Active
3054,2,120,95523.62348021334,2407498.528445296,2,17387.490695255226,24,0.0,57,1,8,Active SME Borrower
3055,0,91,73711.60235365175,3263744.6378830615,1,92347.18600615412,39,0.0,26,1,39,Active SME Borrower
3056,0,32,51066.12231107126,121040.69294265349,1,71365.19244708435,7,90340.2066686035,35,4,76,NRN Remittance Active
3057,23,3,8753.496217875529,12475.15622498971,0,0.0,0,0.0,40,2,38,Micro Finance Rural
3058,4,162,80785.32082420346,1853549.5926253067,2,61640.416322471305,57,0.0,47,1,16,Active SME Borrower
3059,1,65,2045.0917711601228,66608.78328066513,0,0.0,35,0.0,24,3,75,QR Digital-First Youth
3060,24,3,2842.181583059172,18537.68381478964,1,0.0,0,1841.145187481421,26,2,35,Micro Finance Rural
3061,4,198,132146.92686667576,2380400.2171423235,1,42116.81537073283,77,0.0,48,1,28,Active SME Borrower
3062,20,4,16813.596265154993,9756.765462762021,1,0.0,0,4222.041652559605,29,2,2,Micro Finance Rural
3063,1,86,1833.820662589485,37591.59452578248,0,0.0,83,0.0,19,3,64,QR Digital-First Youth
3064,0,10,36497.948218562735,158864.8606573654,0,123762.4964502917,5,43497.060676644236,29,0,39,NRN Remittance Active
3065,16,7,8165.285160814393,17427.80622724604,1,0.0,0,3239.4517014288967,50,2,29,Micro Finance Rural
3066,10,8,136300.3459085348,652169.3308622956,0,2534807.540499832,2,0.0,48,0,55,High-Value Depositor
3067,7,15,44900.75633769768,188877.48827620642,1,74782.45730298714,6,74785.36635967174,33,4,77,NRN Remittance Active
3068,19,6,9896.343286601688,15796.170493299709,1,0.0,0,2464.1725383234107,26,2,1,Micro Finance Rural
3069,4,36,38304.02251776727,146383.54993488465,0,113868.6475778941,5,118089.83859109812,33,4,47,NRN Remittance Active
