customer_id,amount,amount_log,hour_of_day,day_of_week,days_since_last_txn,amount_vs_30d_avg,amount_vs_peers,txn_count_1h,txn_count_24h,amount_sum_24h,unique_merchants_7d,channel_encoded,location_change_flag,amount_round_flag,fraud_flag,attack_type
351,1800.24,7.496230595598113,9,2,5.1,1.46,1.38,0,1,6444.071806273296,4,2,0,0,0,None
350,708.98,6.565236800624523,16,3,2.9,0.52,1.58,0,3,4222.465944909885,3,1,0,0,0,None
46,981.22,6.8898153158494715,14,5,5.0,1.42,1.63,1,2,4238.084557845782,1,2,0,0,0,None
116,19077.47,9.856315753107749,15,1,13.8,0.92,1.22,1,2,20154.69086743407,2,1,0,0,0,None
428,344.52,5.845050528652446,7,1,9.1,0.99,1.14,1,3,567.2031858713362,1,2,0,0,0,None
293,292.13,5.680616196624362,9,3,13.3,1.17,0.62,0,1,895.9646844889719,4,2,0,0,0,None
423,3443.51,8.144536938208017,4,3,11.7,0.98,0.79,0,3,6343.672563639527,5,2,0,0,0,None
123,889.8,6.792119935383212,19,4,10.4,1.44,1.34,0,3,986.1659478074879,2,0,0,0,0,None
369,501.28,6.219157733120763,16,3,4.9,1.18,1.88,1,1,5345.889488349698,3,2,0,0,0,None
13,11017.23,9.307306452746714,21,4,15.0,1.17,1.32,0,2,15841.966746579903,3,0,0,0,0,None
194,178.2,5.18850250054083,15,3,2.2,1.23,1.36,1,3,3263.0543562096036,5,2,0,0,0,None
231,5674.57,8.643926277834426,16,5,8.6,1.43,0.89,1,2,7479.380105275607,1,1,0,0,0,None
339,9693.65,9.17932946594206,17,3,4.1,0.57,0.9,0,3,11170.547403525381,4,0,0,0,0,None
235,5544.56,8.620752886569711,16,2,13.7,1.07,1.11,0,1,6457.7580520233405,1,2,0,0,0,None
187,6778.18,8.82161142966733,10,6,11.5,1.42,0.53,0,3,10795.494286143938,3,1,0,0,0,None
265,315.11,5.756090254279546,13,4,8.0,0.78,1.39,1,2,3597.183894337613,2,2,0,0,0,None
34,306.65,5.728962773186499,18,2,4.6,1.22,1.48,0,3,3698.546724200405,5,0,0,0,0,None
496,2120.83,7.660034202863854,11,3,3.4,1.15,1.88,0,2,3335.1225804479286,3,2,0,0,0,None
246,9447.03,9.153561533147348,22,2,11.5,0.84,1.74,1,1,11718.406489469215,1,2,0,0,0,None
9,4051.6,8.307113929431228,14,4,4.2,1.01,1.97,1,1,5877.679892041267,1,2,1,0,0,None
293,705.91,6.560903359349308,18,2,14.6,0.75,1.89,0,2,2057.175799454427,3,2,0,0,0,None
259,2513.46,7.8298133477503535,13,2,1.2,0.51,1.48,1,2,5563.318193551655,2,2,0,0,0,None
84,23195.89,10.051773496944527,13,1,12.0,0.71,1.08,1,3,27802.74025037293,2,2,0,0,0,None
383,1993.27,7.598033347573845,13,6,4.1,0.56,0.58,0,1,6359.549047721135,4,0,0,0,0,None
296,1229.1,7.114850745874739,22,0,7.1,0.76,1.79,0,2,2859.024557994092,5,2,0,0,0,None
83,8947.9,9.099285898687526,16,0,13.0,1.38,1.37,1,3,12129.08849987435,4,0,0,0,0,None
453,223.09,5.412047756875059,14,0,9.5,1.19,1.35,1,2,2127.785955205284,1,2,0,0,0,None
42,263.38,5.577387462151254,16,5,7.8,1.16,1.79,0,3,3159.7541841583925,1,2,0,0,0,None
90,841.1,6.735898772035947,11,4,1.8,1.17,0.78,1,2,3417.5032947989794,2,1,0,0,0,None
452,2448.14,7.803492221508525,19,4,0.8,1.47,1.52,1,1,6686.47588801245,5,2,0,0,0,None
77,1462.15,7.288346924814278,10,1,10.4,1.22,1.23,1,3,3671.3527632981545,5,2,0,0,0,None
412,1819.11,7.506652217804884,20,4,5.3,0.89,1.97,0,3,6188.372106579709,3,2,0,0,0,None
309,6505.72,8.780590767986693,20,6,13.6,0.76,1.09,0,2,10614.029188149232,2,2,0,0,0,None
41,1567.72,7.358015279191261,16,5,3.8,0.75,1.61,0,2,1575.4040278247082,5,2,0,0,0,None
260,5744.81,8.656226172511497,15,2,4.8,0.63,1.13,1,2,7756.811935288623,4,2,0,0,0,None
80,4554.29,8.424044473968214,14,3,13.6,1.02,0.9,0,3,4642.499671960176,5,2,0,0,0,None
134,9362.64,9.144589382762842,20,0,2.4,1.42,0.54,0,3,12566.611237080742,2,1,0,0,0,None
155,7819.22,8.96446796613596,9,2,15.0,0.91,1.03,0,3,10314.873318200694,5,2,0,0,0,None
93,646.41,6.472979787773838,13,2,9.6,0.63,1.24,1,3,5514.68886213251,5,1,0,0,0,None
205,1390.02,7.237792569965298,14,4,12.7,1.43,1.57,1,2,1563.2369940598282,4,2,0,0,0,None
243,2421.47,7.792542959787311,18,5,7.9,1.09,1.91,0,1,7076.698974766501,5,2,0,0,0,None
265,1614.29,7.387269786100079,15,2,14.9,1.26,0.73,1,1,3192.0045973171755,4,2,0,0,0,None
363,1656.68,7.4131743134488275,21,5,3.8,1.25,0.6,1,3,1796.9316630834073,1,0,0,0,0,None
54,4783.54,8.473145165514604,13,3,2.4,0.95,0.98,1,2,6429.115303650635,2,2,0,0,0,None
464,1977.31,7.589998223866339,9,6,14.9,1.46,1.61,0,2,3096.247177801484,5,2,1,0,0,None
107,1071.0,6.977281341630747,19,2,1.2,0.75,1.68,1,2,4373.965052721025,5,2,0,0,0,None
215,11914.43,9.385589477845143,12,3,6.3,0.79,1.5,0,2,16558.633137537505,1,2,0,0,0,None
302,1398.08,7.243570156733201,17,0,5.4,0.67,0.71,1,2,6373.27425122456,2,2,1,0,0,None
460,595.38,6.390878047787711,12,4,4.7,1.13,1.16,0,3,1299.8966053077024,2,2,0,0,0,None
82,932.0,6.838405200847344,16,3,13.8,0.8,1.42,1,3,1519.0787292238815,2,1,0,0,0,None
237,442.05,6.093682630493311,7,0,13.2,0.61,1.51,1,1,1473.5321321610834,4,2,0,0,0,None
96,1068.37,6.97482496900724,16,4,4.8,0.94,1.69,1,2,4930.945397050278,2,0,0,0,0,None
391,3755.91,8.231352090003565,12,5,6.1,0.65,1.68,1,1,4891.323748560548,4,2,0,0,0,None
466,6782.39,8.822232255976092,15,1,7.7,0.76,1.42,1,2,10534.772297146625,4,2,0,0,0,None
200,726.4,6.589476532552888,15,1,14.1,0.8,1.52,1,1,728.6896024719887,2,2,0,0,0,None
409,1019.25,6.927802974285915,8,5,7.4,1.46,1.75,1,2,2255.0178304553274,3,0,0,0,0,None
143,535.19,6.284488575870397,18,2,13.9,0.69,1.98,0,1,2092.6873202643483,3,2,0,0,0,None
216,610.63,6.41612752451967,17,3,8.9,1.2,1.02,0,2,3813.6253263938593,3,3,0,0,0,None
261,44100.72,10.694254062941942,15,1,10.9,0.98,0.94,0,3,44426.14971556324,1,2,0,0,0,None
421,177.96,5.187162317181874,9,2,12.3,1.22,0.69,1,3,1528.1213653015332,5,3,0,0,0,None
253,8276.55,9.021302309874315,15,4,14.8,0.99,1.46,0,2,9768.76907170329,1,2,0,0,0,None
73,1678.86,7.426465735591556,14,1,3.6,1.18,0.58,1,3,3130.1969831763136,4,2,0,0,0,None
190,109.33,4.703475874772215,15,3,9.4,1.02,1.71,0,2,4483.283546242004,2,0,0,0,0,None
428,3001.27,8.007123948189017,9,0,6.4,1.48,0.72,1,2,4533.236263237535,2,0,0,0,0,None
407,1115.78,7.018204823538297,11,2,7.1,0.91,1.41,1,3,3902.268524357327,4,3,0,0,0,None
113,1221.78,7.108882233978439,21,6,4.6,1.18,1.94,0,3,5859.371950837344,4,2,0,0,0,None
95,4525.23,8.417644642401212,16,5,2.6,1.3,0.97,0,2,6657.520588583267,2,2,0,0,0,None
214,98.58,4.600961341214036,17,3,7.4,0.65,1.54,1,1,2834.9919236446276,1,2,0,0,0,None
256,5875.45,8.678708117070787,17,2,3.3,0.95,1.33,0,2,8013.418795223952,2,2,0,0,0,None
101,1674.91,7.42411158031616,12,1,2.2,0.67,1.26,0,2,1954.4443875745606,1,0,0,0,0,None
498,1772.45,7.480682080977232,16,3,10.0,0.8,0.55,1,1,3172.3434037047264,1,2,0,0,0,None
405,1298.45,7.169696377004259,9,2,13.2,1.02,1.09,0,2,3780.1487201776145,5,0,0,0,0,None
224,665.29,6.5017250112013265,18,3,13.6,0.83,1.76,1,1,841.6757936027774,4,3,0,0,0,None
326,374.28,5.927672414020202,9,4,11.7,1.31,1.64,1,1,1025.4628896834165,4,1,0,0,0,None
257,1059.2,6.966212848553706,11,0,14.5,0.71,0.53,0,2,5925.8861490691825,2,2,0,0,0,None
255,12839.76,9.460379765523443,9,3,4.5,0.68,0.65,1,2,16380.771881108667,2,2,0,0,0,None
210,6431.18,8.769068795541854,13,6,9.6,1.05,0.76,1,2,10094.999502435101,5,2,0,0,0,None
316,4787.08,8.47388477497604,9,2,10.8,1.17,1.3,1,2,8874.289895184156,4,2,0,0,0,None
213,3657.26,8.20474290351626,14,1,10.6,1.19,1.8,1,3,7723.292401068507,5,0,0,0,0,None
297,2859.94,7.958905521141981,10,1,8.1,0.62,1.65,0,2,4754.815504589725,1,2,0,0,0,None
339,1273.88,7.150607335516124,7,5,10.3,0.88,1.76,0,2,3002.6274372875187,5,3,0,0,0,None
223,3390.72,8.129092446334777,14,2,2.1,0.88,1.23,0,2,7458.50060095558,2,0,0,0,0,None
329,1469.75,7.2935277537445655,16,0,7.1,0.61,1.33,0,1,2605.375279511805,3,2,0,0,0,None
411,13036.91,9.475616546561442,9,0,7.7,1.28,1.52,1,2,14156.580885734222,3,2,0,0,0,None
24,9749.32,9.185055383966132,11,1,4.7,1.35,1.96,1,1,10928.303645964033,1,2,0,0,0,None
16,2339.56,7.7581454959595,20,4,9.1,0.68,1.59,0,1,5462.995819949278,3,2,0,0,0,None
94,4355.38,8.37939671624434,13,2,9.1,1.07,1.13,0,3,6297.696346549954,4,2,0,0,0,None
194,3582.9,8.184206871919844,12,2,9.8,0.91,1.22,1,3,5407.6322734414825,5,2,0,0,0,None
56,5734.22,8.654381389769295,9,6,7.9,1.01,1.09,1,2,7780.686926009726,5,2,0,0,0,None
26,1830.64,7.5129670193739155,8,1,0.9,1.18,0.76,1,3,3805.6334411095972,2,2,0,0,0,None
428,1386.44,7.235215601442331,12,4,13.8,0.57,1.08,1,2,5940.462428657971,4,2,0,0,0,None
171,118.76,4.785489740111373,10,5,1.3,0.56,0.84,1,2,1097.6460324388327,2,2,0,0,0,None
192,208.25,5.343529709369585,17,3,0.7,1.14,1.61,0,3,4538.797306452606,4,2,0,0,0,None
479,4344.75,8.37695363500165,17,6,9.9,1.2,1.91,1,3,5222.749368060057,4,3,0,0,0,None
457,90.1,4.511957804265912,10,4,4.6,0.92,1.88,1,1,1223.0917725621673,5,3,0,0,0,None
255,3419.28,8.137477698050404,2,5,14.5,1.24,0.58,1,2,5938.140716107719,4,0,0,0,0,None
341,7533.17,8.927203952372249,16,5,5.6,1.21,0.89,0,2,7748.843468591335,1,2,0,0,0,None
146,2375.98,7.773586053357611,11,5,12.2,0.92,0.69,0,3,7048.193448635842,2,2,0,0,0,None
297,289.85,5.672807670356771,11,5,5.3,0.88,1.75,1,2,1051.9070509207163,4,3,0,0,0,None
244,2096.86,7.648673056510426,16,1,8.5,0.76,1.15,1,3,5202.036767325049,5,2,0,0,0,None
188,908.03,6.8123780969332115,14,3,10.1,1.08,1.05,1,2,2345.772638630916,1,3,0,0,0,None
338,994.94,6.9036870148061835,15,6,0.9,1.48,0.76,1,2,4582.350824070467,2,2,0,0,0,None
14,7283.1,8.893449169473744,20,3,12.1,1.27,1.56,0,2,9220.796527319299,4,2,0,0,0,None
242,238.5,5.4785534168509695,14,1,9.8,1.07,1.33,1,3,1115.5488242970064,4,2,0,0,0,None
321,1458.8,7.286054719017532,18,1,12.7,0.51,0.9,1,1,3214.759797193731,2,2,0,0,0,None
76,1697.13,7.437282924600274,16,3,6.7,0.81,1.01,0,1,5983.002640784462,5,0,0,0,0,None
191,3833.35,8.251755207910621,10,2,7.3,0.89,0.68,1,1,7590.4898967477275,2,2,0,0,0,None
330,3192.16,8.068766301074119,16,1,1.7,1.15,0.69,0,2,7841.058296966748,2,2,0,0,0,None
101,1344.13,7.204245941640309,9,2,8.7,1.2,1.17,0,3,5136.566204707287,4,0,0,0,0,None
460,7607.64,8.937039722664037,16,0,1.3,0.93,1.65,1,1,12477.585244518586,5,2,1,0,0,None
72,3859.01,8.258425053129097,19,2,12.3,0.83,0.62,0,1,8544.97992834004,3,0,0,0,0,None
488,6649.3,8.802417245414304,14,1,12.1,1.45,1.54,0,1,10903.662297463477,2,1,0,0,0,None
72,1769.38,7.478949491790969,7,6,5.1,0.52,0.96,0,1,3390.9507259519387,1,1,0,0,0,None
203,1041.36,6.949242652088955,16,6,13.7,0.83,0.82,0,2,5047.786973693228,2,0,0,0,0,None
115,2335.16,7.756263834753254,10,6,7.9,0.9,1.25,1,1,4658.665710852263,2,0,0,0,0,None
423,4104.15,8.319997562022827,11,6,8.5,0.79,1.34,1,3,8428.023807910155,1,1,0,0,0,None
264,4033.04,8.302523634181407,8,2,14.7,0.99,0.57,1,1,4995.5133850751645,2,0,1,0,0,None
211,2117.5,7.658463570066614,14,0,12.9,0.82,1.05,1,1,5408.622949239589,5,2,0,0,0,None
455,5206.63,8.55788013681777,16,4,12.3,1.15,1.66,1,3,6932.883065752792,3,0,0,0,0,None
67,1311.88,7.179978476371373,15,1,2.5,0.53,1.94,0,1,3174.071199428615,5,2,0,0,0,None
432,647.23,6.474245571648193,14,0,7.6,1.28,1.29,1,1,4700.943055177306,5,2,0,0,0,None
289,341.47,5.836184062625067,15,0,9.8,1.09,1.0,1,1,2871.404655896179,1,2,0,0,0,None
73,314.26,5.753397695198396,11,6,12.3,0.55,1.46,1,3,1808.25608554852,4,0,0,0,0,None
311,2213.11,7.702605795864553,19,2,13.8,1.26,0.91,1,2,7110.613801025214,3,2,0,0,0,None
318,2373.79,7.7726642915067385,13,2,8.1,0.57,1.53,0,1,6291.897688819731,4,2,0,0,0,None
93,1450.63,7.280442341975731,13,1,11.1,1.44,1.6,1,1,2160.210367593089,5,2,0,0,0,None
243,16604.69,9.717500686696384,18,2,9.6,0.9,1.07,0,3,20869.925197122986,2,0,0,0,0,None
47,512.06,6.240392797395919,7,1,7.4,1.22,1.22,1,1,3846.1377044974943,4,0,1,0,0,None
212,799.66,6.685436387542484,16,1,9.2,0.92,1.0,0,1,2309.5509537013636,3,0,0,0,0,None
190,8247.98,9.017844835321485,12,6,11.1,1.01,1.32,0,1,8688.803151336324,1,1,0,0,0,None
275,1923.02,7.562172026182019,9,1,3.2,0.71,1.37,0,3,4498.939466276869,5,1,0,0,0,None
301,915.62,6.820692991605687,5,5,14.4,0.61,0.59,0,3,4653.123218642408,3,2,0,0,0,None
495,713.05,6.570952987898942,11,6,6.6,0.58,1.09,1,1,2760.506103355442,3,2,0,0,0,None
305,831.16,6.724024730024762,12,6,4.8,0.98,1.75,1,3,4421.755196551507,1,2,0,0,0,None
7,1519.23,7.326616918182716,13,4,2.8,0.69,2.0,1,2,3152.9407817205856,5,0,0,0,0,None
113,2367.4,7.769969900657621,18,4,1.0,0.53,1.68,1,2,5456.491202140779,2,2,0,0,0,None
318,74.58,4.325191697921343,13,2,0.8,0.74,1.77,1,1,1237.619099190729,5,3,1,0,0,None
324,1285.59,7.159750586523253,20,5,0.9,1.5,1.61,0,1,2586.731994685495,1,2,0,0,0,None
93,730.72,6.595397927123098,8,4,8.4,1.17,0.85,1,2,2611.083889948774,2,2,0,0,0,None
223,7062.69,8.862722856836132,15,1,2.5,1.18,0.56,1,3,11024.293766168641,4,2,0,0,0,None
290,2201.16,7.697193975860002,15,4,1.2,1.32,0.9,0,2,6087.788566633635,5,1,0,0,0,None
383,3493.9,8.15906004195528,17,3,11.4,1.15,1.98,1,3,4168.979492629397,2,2,0,0,0,None
382,8667.35,9.067433740244386,22,0,1.1,0.8,0.88,1,1,12552.440395266414,2,0,0,0,0,None
296,3151.97,8.056100144751936,14,3,10.9,1.45,1.76,1,1,4719.343831314016,2,0,0,0,0,None
362,870.3,6.769986349237241,19,2,9.3,1.04,0.79,0,1,5780.1441088889205,4,0,0,0,0,None
390,1257.53,7.1376996521935165,10,2,5.4,1.47,1.61,1,3,5726.642704372253,4,3,1,0,0,None
371,3851.75,8.256542458015486,16,4,14.3,0.85,0.69,0,2,8008.877453213403,3,2,0,0,0,None
12,626.46,6.441679923954219,12,2,14.4,1.09,1.4,1,1,3886.477598501723,2,3,0,0,0,None
196,4123.51,8.324702503834155,10,4,6.0,0.53,1.78,1,3,5731.995989582627,1,0,0,0,0,None
103,6952.58,8.847011913849967,15,2,4.4,0.72,0.77,1,1,9623.037885826205,4,3,0,0,0,None
475,4548.19,8.42270447411918,18,4,10.5,0.95,0.58,0,3,5437.001682648565,1,2,0,0,0,None
294,661.92,6.496654319255343,12,6,3.6,0.8,1.24,0,1,4626.814252462017,4,2,0,0,0,None
411,1107.07,7.0103750422069595,21,1,11.6,0.87,1.39,0,2,1657.7609841016897,4,2,0,0,0,None
7,694.69,6.544904158814502,14,5,13.8,0.86,1.52,0,2,3635.3831166122145,1,0,0,0,0,None
358,348.13,5.85544434568087,15,5,11.5,0.62,1.05,0,2,2404.5207918479186,1,2,0,0,0,None
239,1000.5,6.909254155105873,19,4,1.8,0.97,1.61,0,3,5450.077391522773,1,2,0,0,0,None
238,7346.93,8.902173919887899,8,6,12.4,0.87,1.02,1,2,10276.106151686701,4,2,0,0,0,None
459,14620.53,9.590250378991009,17,5,4.4,0.92,1.43,1,1,16161.856146364631,3,2,0,0,0,None
471,3176.77,8.063934971916282,17,4,2.6,0.88,1.73,1,1,7323.783831749464,3,0,0,0,0,None
178,1028.63,6.936954793386565,19,3,13.3,1.1,1.62,1,1,1883.2380982367372,5,2,0,0,0,None
414,654.44,6.48530676583356,18,0,3.8,1.06,1.23,1,2,1224.2864668379323,3,2,0,0,0,None
194,319.06,5.768508478217845,15,3,6.1,0.79,1.57,1,3,3069.307530235415,2,2,0,0,0,None
17,1761.24,7.474341006074117,16,6,7.7,1.16,1.1,1,2,2694.0524602332266,3,2,0,0,0,None
470,1884.09,7.541730844100428,12,1,10.6,1.36,0.6,1,3,5712.029398895794,4,2,0,0,0,None
461,4042.33,8.304823888867338,9,0,4.8,1.2,0.78,1,3,6229.830020825296,2,2,0,0,0,None
357,165.98,5.117874044765855,10,6,12.3,0.88,0.81,0,1,1041.4836745085793,4,2,0,0,0,None
223,3348.68,8.116620097868498,11,5,7.4,0.5,1.3,1,2,5493.807243002051,3,2,0,0,0,None
379,1178.77,7.073074783207026,15,0,1.8,0.79,1.61,0,2,3741.28810861228,4,3,0,0,0,None
64,235.92,5.467722531408764,18,1,5.2,1.11,0.65,1,2,4670.496282949178,4,2,0,0,0,None
138,7547.36,8.92908560010466,15,3,11.3,0.53,1.76,1,1,10217.861578695129,2,3,0,0,0,None
449,4851.55,8.487259618957108,9,5,6.2,1.41,1.19,1,1,8128.7433264744,3,2,0,0,0,None
497,1941.78,7.571875215998178,5,5,10.8,0.88,1.55,0,2,2931.147561606585,2,3,0,0,0,None
267,8765.77,9.078723716500523,14,4,5.9,0.65,1.6,1,1,10405.490068202203,1,3,0,0,0,None
386,1824.31,7.5095051146052025,9,0,13.4,1.34,1.06,0,1,6539.878964264228,4,2,0,0,0,None
260,4446.74,8.400151380984552,7,2,11.3,0.51,1.15,1,3,8738.097448282642,5,3,0,0,0,None
218,8660.91,9.06669053151048,14,0,4.4,0.64,0.59,0,3,9405.857005376645,3,2,0,0,0,None
486,977.13,6.885642585536539,11,6,3.2,1.34,0.68,1,1,2201.8954775374677,4,0,0,0,0,None
451,1286.97,7.160822614467572,19,0,7.2,0.86,0.58,1,3,1760.8102314249568,1,2,0,0,0,None
492,955.68,6.863468957270664,16,3,8.4,0.9,0.77,1,1,2991.243297627915,4,2,1,0,0,None
81,7754.7,8.956183335882642,19,4,8.5,0.97,1.44,1,2,11741.092426062802,4,2,0,0,0,None
351,985.6,6.8942646887996375,14,1,13.9,0.62,1.33,0,1,4776.555692895048,3,2,0,0,0,None
166,1704.8,7.441789487885009,18,5,9.7,1.18,1.99,1,2,4381.796650482745,1,3,0,0,0,None
365,1942.16,7.5720707928733795,11,6,5.7,0.59,1.91,0,3,3890.269876985782,4,2,0,0,0,None
189,575.25,6.356541594310858,16,5,3.6,0.86,0.71,1,2,1716.8264478802016,1,3,0,0,0,None
332,3731.09,8.224723677432081,19,5,1.4,0.76,1.99,1,2,8177.432858897387,3,2,0,0,0,None
395,1352.48,7.210434332439826,6,2,3.5,1.14,1.66,1,2,6346.561653820612,4,0,0,0,0,None
203,169.86,5.140844507723473,16,6,13.3,0.95,1.15,0,1,428.89920398412386,2,0,0,0,0,None
462,890.22,6.792591310572915,14,2,9.1,1.0,1.16,1,2,1780.387079368079,3,0,0,0,0,None
418,331.22,5.805797400062931,18,6,8.1,0.92,0.77,1,1,2692.318825349814,4,1,0,0,0,None
408,762.21,6.6375332227736035,15,3,12.0,1.3,1.21,1,1,2570.288737488852,3,2,0,0,0,None
310,4365.27,8.381664376700302,20,0,11.0,0.89,0.88,1,1,8303.482220062702,1,1,0,0,0,None
464,647.22,6.474230144905935,10,2,4.3,0.64,1.11,0,3,5511.830356254898,1,0,0,0,0,None
428,3279.33,8.095699306073465,3,1,2.0,0.73,1.35,1,3,7677.259125277932,1,0,0,0,0,None
91,899.22,6.80263917789708,15,1,5.3,1.09,1.17,0,3,5614.345653055606,3,0,1,0,0,None
440,516.19,6.248410311830658,15,1,1.3,1.46,1.03,0,1,2638.0255143583768,2,3,0,0,0,None
451,1419.71,7.258912025636958,20,1,2.4,1.0,0.96,0,2,4652.391034287461,1,2,0,0,0,None
276,1752.95,7.469625666254437,16,4,9.9,1.06,0.66,1,2,6561.765707589615,4,2,0,0,0,None
37,2017.73,7.610223879801148,14,6,6.0,1.38,1.65,0,3,4808.174432842025,1,2,0,0,0,None
271,2611.81,7.868181549520573,21,6,5.5,1.0,1.76,0,3,3881.8886829300586,4,1,0,0,0,None
249,2142.9,7.670381879311885,15,6,7.8,0.5,1.37,0,2,4318.488301550682,2,2,0,0,0,None
301,500.6,6.217802989318711,15,0,11.2,1.17,1.8,1,2,4768.9582086865485,3,1,0,0,0,None
355,945.84,6.85313012431819,14,5,11.8,1.33,1.26,1,1,3481.9303778717867,1,1,0,0,0,None
9,3585.13,8.184828905599455,10,4,13.5,0.5,0.78,1,2,3991.621936997882,2,2,0,0,0,None
16,894.23,6.797080668500542,10,5,10.9,1.26,0.75,1,3,3637.410967001016,4,2,0,0,0,None
304,344.91,5.846178625614856,12,4,12.6,0.75,1.06,1,3,2341.577402743252,3,3,0,0,0,None
475,2270.82,7.728336551350435,22,4,6.6,1.26,1.0,1,1,6056.568251147359,1,1,0,0,0,None
259,2822.7,7.945803360675465,14,0,12.5,1.17,1.17,0,1,7266.029097464193,1,0,0,0,0,None
213,974.73,6.883185908797108,21,2,3.7,0.88,1.49,0,1,3792.0548860943213,5,3,0,0,0,None
278,1053.24,6.96057540716551,15,2,11.5,1.25,0.93,1,2,1109.6426227173963,4,2,0,0,0,None
438,2838.24,7.951291689708672,15,5,14.2,1.11,0.65,1,3,3543.7884489284497,1,2,0,0,0,None
61,34151.94,10.438603952069327,12,0,6.9,1.06,1.57,1,3,38446.997703994726,4,0,0,0,0,None
101,1719.84,7.4505678226856835,6,4,14.2,0.66,0.92,0,3,3223.4643272664,2,2,0,0,0,None
2,1683.14,7.4290103267386405,7,3,4.5,1.31,1.32,0,1,5695.095887201571,4,3,0,0,0,None
148,2712.28,7.905913514115638,11,5,0.6,0.68,0.8,0,2,3636.919236464515,2,2,0,0,0,None
369,3197.98,8.070587287976238,17,2,12.2,1.22,1.39,0,2,7088.498454792327,5,2,0,0,0,None
377,1078.67,6.9844107178711,22,4,14.6,0.82,1.16,0,3,3786.0993483717825,4,2,0,0,0,None
354,418.03,6.037942516404394,10,3,7.7,1.34,0.75,1,1,2601.408595729594,1,2,0,0,0,None
497,24443.36,10.104154793446858,16,3,9.9,0.86,1.43,1,3,28793.933920477888,5,3,0,0,0,None
101,606.38,6.409154624838715,7,1,13.4,1.38,1.8,0,3,3396.894325500899,3,0,0,0,0,None
21,493.53,6.203607816563326,12,1,13.8,1.39,1.74,1,2,494.763602399982,1,2,0,0,0,None
19,4950.94,8.507534697974389,12,6,10.5,0.85,0.87,1,2,9149.730167295884,3,0,0,0,0,None
238,732.7,6.598100225719949,19,5,14.4,0.9,1.25,0,1,5331.9419454899,3,0,0,0,0,None
397,3865.95,8.26022136160387,14,6,7.8,1.31,1.9,1,2,8679.914904639245,3,1,0,0,0,None
470,5054.32,8.528196433110722,14,2,7.2,0.58,1.68,0,1,7554.825316271744,5,2,1,0,0,None
160,2173.58,7.684590821427637,3,4,14.6,0.68,1.68,1,1,2640.906286586549,3,2,0,0,0,None
451,1188.72,7.081473264301924,9,6,0.5,1.17,1.67,0,1,3034.1246878505845,3,0,0,0,0,None
411,23869.89,10.080415003933146,9,0,6.9,0.96,1.6,0,2,25881.696005968042,5,2,0,0,0,None
430,990.32,6.899037388362414,13,0,8.8,1.31,0.6,0,3,2382.010702897196,4,0,0,0,0,None
449,30957.4,10.340399646781664,9,4,3.5,0.85,1.88,0,1,32725.10775953211,1,1,1,0,0,None
332,2603.42,7.864965280645155,16,0,10.0,1.47,0.7,0,3,7027.863412076731,2,2,0,0,0,None
484,8582.91,9.057644799633017,16,6,14.8,1.42,1.55,0,2,8631.447326931107,2,2,0,0,0,None
325,1483.98,7.303156583132638,15,5,15.0,0.74,0.55,0,2,1898.0759624682355,1,2,0,0,0,None
108,824.16,6.715577306924807,15,4,14.6,0.62,1.78,0,2,3102.798784467209,4,0,0,0,0,None
356,290.67,5.675623026195628,11,2,8.8,1.3,0.73,1,3,998.2781171344807,1,2,0,0,0,None
469,555.96,6.322493424063129,8,0,13.6,1.43,1.61,0,1,1688.1021365879753,3,2,0,0,0,None
432,419.76,6.042062599871073,15,1,3.1,1.27,0.8,0,2,1187.3932624305244,4,2,0,0,0,None
80,409.82,6.018155162361026,13,1,6.9,1.02,1.2,1,1,4657.440607331,3,2,0,0,0,None
464,644.91,6.470660175191376,14,3,13.3,0.85,1.79,1,1,2239.659752318653,3,2,0,0,0,None
78,1732.8,7.45807081043454,11,1,9.0,0.57,0.71,1,1,4428.5553757628695,5,2,0,0,0,None
303,1492.06,7.308582984273555,13,2,12.2,0.56,1.71,1,3,3975.315764758315,2,0,0,0,0,None
348,5200.79,8.55675807610493,12,4,6.5,1.12,1.04,0,3,6291.355846974071,5,2,0,0,0,None
54,287.2,5.663654683565421,7,0,10.5,0.81,0.51,0,2,2071.2253047316294,1,2,0,0,0,None
229,823.18,6.714388952655429,13,2,5.0,0.64,1.44,1,3,1367.9222579980847,1,2,0,0,0,None
64,3606.96,8.190897794646558,15,0,5.3,0.58,1.85,0,3,5188.246089893467,2,2,0,0,0,None
343,2404.68,7.785587886857974,9,4,3.6,0.76,1.23,0,1,4856.7547728693935,2,2,0,0,0,None
475,1446.39,7.277517213467992,13,5,1.0,0.8,1.08,1,3,4360.614362092175,5,3,0,0,0,None
29,3541.96,8.172717814934398,11,6,5.8,0.88,1.86,1,2,6442.0678730054315,1,2,0,0,0,None
332,11343.51,9.336489205448226,10,5,12.7,0.72,0.54,0,3,15794.542574637995,1,2,0,0,0,None
4,5841.34,8.672886680501009,14,5,10.7,1.44,0.68,1,2,7898.103706767458,5,0,0,0,0,None
463,255.94,5.548842594603464,15,0,1.3,1.19,1.5,0,3,3744.3339485199326,4,2,0,0,0,None
425,6595.29,8.794262648753035,10,5,2.8,1.11,1.14,0,2,10004.682003583534,2,2,0,0,0,None
456,1150.41,7.0487425572830285,8,4,2.5,1.12,1.29,1,3,1238.7176114462245,1,2,0,0,0,None
