applicant_age,gender,province,monthly_income_npr,loan_amount_npr,loan_tenure_months,close_year,max_dpd_24m,overdue_count_12m,bounce_count_12m,restructure_count,dscr,emi_income_ratio,income_stability,avg_bank_balance_6m,income_cagr_2y,ltv_ratio,collateral_score,insurance_flag,active_loan_count,credit_history_months,hard_enquiry_6m,bank_tenure_months,product_count,avg_deposit_12m,bs_month_applied,festival_proximity,district_npa_rate,remittance_inflow_flag,defaulted
21,Male,Lumbini,78300,720000,48,2021,0,0,0,0,2.2304,0.395,0.7,500.0,0.1993,0.5036,0.6,1,1,14,1,36,3,500.0,7,7,0.0117,0,0
48,Male,Madhesh,33700,534000,120,2019,0,0,0,0,2.5958,0.3901,0.7,500.0,0.1499,0.375,0.6,0,1,126,0,26,2,67300.0,6,14,0.0153,0,0
34,Male,Madhesh,57500,892000,60,2022,3,1,0,0,1.273,0.7384,0.7,31000.0,0.1858,0.3522,0.8,1,1,31,3,1,5,43800.0,6,0,0.0145,0,0
55,Male,Bagmati,177000,749000,36,2022,7,1,0,0,1.6319,0.6396,0.7,250100.0,-0.0551,0.3148,0.8,1,3,11,3,17,4,291600.0,4,14,0.0129,0,0
27,Male,Karnali,26100,182000,60,2020,0,0,0,0,1.5024,0.6373,1.0,87200.0,0.0851,0.5544,0.8,0,3,104,3,108,3,92900.0,5,5,0.0152,0,0
51,Male,Province No. 1,42000,143000,60,2021,139,4,3,2,1.7276,0.6142,0.7,72200.0,0.2619,0.7083,0.4,0,3,240,5,14,3,56200.0,9,53,0.0126,1,1
55,Other,Bagmati,105600,679000,48,2022,36,3,2,0,2.1915,0.4218,1.0,223800.0,0.0938,0.3137,0.5,1,2,14,0,64,4,221800.0,5,26,0.0108,0,0
26,Female,Bagmati,68300,518000,24,2020,0,0,1,0,1.4812,0.7318,0.7,80500.0,0.1545,0.3226,0.6,0,2,36,2,67,2,148200.0,2,37,0.0131,0,0
45,Male,Province No. 1,49200,378000,120,2023,41,0,0,1,3.5,0.1643,0.4,24700.0,0.0444,0.6606,0.5,0,0,151,0,48,5,500.0,11,40,0.0124,0,0
48,Female,Madhesh,42400,232000,36,2022,0,0,0,0,2.1017,0.4604,1.0,128900.0,0.0994,0.7086,0.5,0,2,135,3,7,1,136700.0,7,22,0.0152,0,1
59,Male,Bagmati,71400,796000,60,2018,0,0,0,0,2.3807,0.4335,1.0,40600.0,0.031,0.4741,0.8,1,1,240,3,22,3,64300.0,4,23,0.011,0,0
33,Female,Bagmati,132400,647000,60,2022,0,0,0,0,1.4252,0.6709,1.0,156000.0,0.0576,0.4528,1.0,1,3,38,1,4,2,110700.0,10,94,0.0131,0,0
41,Female,Lumbini,40700,384000,48,2020,23,1,0,0,1.9336,0.527,0.7,500.0,-0.033,0.2982,0.6,1,1,20,0,2,1,500.0,9,67,0.013,0,0
38,Male,Sudurpashchim,35000,412000,120,2024,0,0,0,0,3.5,0.2193,1.0,58000.0,-0.0194,0.5572,0.8,1,0,211,0,5,3,61500.0,3,37,0.0152,0,0
36,Female,Lumbini,63200,405000,48,2021,27,1,1,0,2.0646,0.4518,1.0,117000.0,0.0829,0.6057,0.5,0,1,240,1,18,6,73600.0,7,15,0.014,0,0
62,Male,Province No. 1,30800,351000,60,2019,5,1,0,0,2.1163,0.4986,0.4,18300.0,-0.0072,0.7037,0.8,0,1,85,1,29,4,4600.0,4,24,0.0121,1,0
48,Male,Madhesh,35700,635000,120,2022,26,3,1,0,2.7623,0.3643,1.0,30800.0,0.0806,0.7274,0.6,1,0,240,0,118,4,46100.0,11,12,0.0141,1,0
27,Female,Gandaki,73700,302000,48,2020,0,0,0,0,3.1384,0.3166,0.7,353200.0,0.1384,0.4235,0.6,0,1,5,1,8,4,379400.0,9,67,0.0121,0,0
57,Female,Madhesh,30200,176000,36,2024,29,1,0,0,3.5,0.2671,0.7,162900.0,0.0138,0.4784,0.5,0,0,240,1,53,6,148400.0,2,46,0.0132,0,0
25,Male,Gandaki,89200,425000,12,2018,7,4,2,0,1.7226,0.5452,1.0,500.0,0.0051,0.5194,0.4,1,0,0,0,3,6,500.0,5,14,0.0114,1,0
57,Male,Bagmati,87900,604000,24,2019,2,1,0,0,1.9168,0.488,1.0,665800.0,0.0692,0.4321,0.6,1,0,21,1,65,2,483100.0,3,30,0.0115,0,0
38,Male,Bagmati,69500,344000,60,2024,0,0,0,0,3.4571,0.2909,0.4,82300.0,-0.0422,0.417,1.0,1,1,10,2,8,1,90700.0,1,45,0.012,0,0
49,Male,Gandaki,85700,593000,36,2024,162,1,0,0,2.1674,0.4755,0.7,500.0,0.253,0.4142,0.5,0,1,89,1,27,4,39200.0,7,0,0.0108,0,1
57,Male,Lumbini,62200,406000,60,2018,0,0,0,0,3.5,0.2056,1.0,184300.0,0.0384,0.6785,0.8,0,0,94,1,12,1,80800.0,10,73,0.0136,0,0
57,Male,Bagmati,109300,1310000,60,2021,37,2,1,0,2.6101,0.3708,0.7,1296000.0,0.202,0.7089,0.8,1,0,240,0,71,5,1550700.0,12,44,0.0121,0,0
27,Female,Madhesh,44000,348000,60,2024,0,0,0,0,2.3192,0.4052,1.0,40300.0,0.0397,0.7957,0.5,0,1,15,2,108,6,69700.0,5,3,0.0143,0,1
38,Female,Lumbini,61500,238000,48,2020,0,0,0,0,3.4687,0.3015,1.0,182000.0,0.0577,0.656,0.8,1,1,109,2,34,3,267300.0,2,54,0.0131,0,0
24,Other,Lumbini,8000,116000,48,2023,0,0,0,0,1.4021,0.7325,0.7,83800.0,0.0467,0.3429,0.8,0,1,8,1,72,4,111400.0,2,48,0.0131,0,0
48,Male,Sudurpashchim,23900,336000,120,2022,0,0,0,0,2.4362,0.4057,1.0,43700.0,0.022,0.344,0.6,0,1,240,0,76,6,500.0,3,39,0.0159,0,0
38,Male,Karnali,25800,130000,24,2023,0,0,0,0,1.8078,0.5769,1.0,122300.0,0.0399,0.5134,0.6,0,1,65,0,51,5,146600.0,2,32,0.0154,0,1
62,Male,Lumbini,28200,407000,120,2022,0,0,0,0,3.5,0.2507,0.4,500.0,0.083,0.2942,0.4,0,0,240,0,13,4,17000.0,6,5,0.0124,0,0
47,Female,Bagmati,102900,461000,36,2023,72,0,0,0,3.5,0.231,1.0,790300.0,0.093,0.6546,0.8,1,0,53,3,131,4,675200.0,3,21,0.012,0,0
39,Female,Madhesh,55100,343000,120,2020,11,2,2,0,3.5,0.1096,1.0,857700.0,0.0919,0.4034,0.6,1,0,117,0,23,3,617500.0,11,24,0.0148,1,0
27,Male,Lumbini,44400,184000,60,2024,159,4,1,3,3.5,0.2844,1.0,53200.0,0.0781,0.6444,0.5,1,1,2,0,68,6,25000.0,12,47,0.0128,0,1
33,Female,Bagmati,10200,87000,120,2021,0,0,0,0,2.3916,0.4245,0.7,58500.0,0.1763,0.8064,0.5,0,3,58,2,127,3,44800.0,12,60,0.012,0,0
54,Male,Bagmati,96800,493000,84,2018,0,0,0,0,1.6054,0.6284,0.7,452400.0,0.1169,0.2928,0.6,0,3,136,2,26,4,573800.0,2,39,0.0112,0,0
27,Male,Bagmati,62500,410000,36,2023,0,0,0,0,2.4446,0.4154,0.4,114100.0,-0.0155,0.7394,0.5,0,1,22,1,108,5,124400.0,4,14,0.0117,0,0
56,Male,Madhesh,37200,292000,120,2020,21,2,3,0,2.3245,0.4269,1.0,182100.0,0.0693,0.4344,0.5,0,3,98,2,21,2,116700.0,11,28,0.0143,0,0
46,Male,Gandaki,84000,1071000,120,2018,0,0,1,0,2.7475,0.3602,0.7,43600.0,-0.1052,0.653,0.6,0,1,140,1,15,6,59900.0,5,2,0.0127,0,0
42,Male,Bagmati,71600,822000,120,2022,0,0,0,0,2.4445,0.4198,0.7,40800.0,0.0691,0.6974,0.8,1,3,26,2,23,6,18500.0,6,5,0.0115,1,0
41,Other,Karnali,33400,266000,48,2023,10,1,1,1,1.8324,0.5062,1.0,306800.0,0.0637,0.7025,0.5,1,2,240,3,35,2,281000.0,11,34,0.0153,1,0
22,Male,Province No. 1,39400,175000,12,2022,8,1,0,0,1.743,0.6033,1.0,126900.0,0.0555,0.7231,0.8,1,0,14,2,48,5,108800.0,2,35,0.0131,0,0
30,Male,Bagmati,137400,987000,60,2020,0,0,0,0,2.5527,0.4075,0.7,451500.0,0.0224,0.5358,0.6,0,2,28,2,42,2,501500.0,4,22,0.0127,1,0
42,Male,Province No. 1,52500,177000,48,2020,39,2,0,0,3.5,0.2611,1.0,50100.0,0.0948,0.5904,0.6,1,1,171,2,58,3,97700.0,9,73,0.0148,0,0
41,Male,Bagmati,91300,1227000,60,2020,0,0,0,0,1.1698,0.8669,0.7,134200.0,-0.0405,0.7408,0.8,1,4,22,3,122,2,133900.0,12,36,0.0106,0,0
29,Female,Province No. 1,54400,305000,48,2022,0,0,1,0,2.5548,0.364,0.7,132600.0,0.099,0.6515,0.8,1,1,40,0,132,6,177700.0,7,12,0.0136,0,0
54,Female,Province No. 1,60300,219000,12,2018,13,0,1,0,2.092,0.4329,1.0,320700.0,0.0868,0.6763,0.6,1,0,240,0,5,2,314200.0,8,25,0.0122,0,0
39,Male,Bagmati,68900,356000,84,2023,9,3,4,0,3.5,0.1185,0.4,22900.0,-0.1381,0.725,0.5,0,0,15,0,4,6,52200.0,6,3,0.0138,0,1
37,Female,Sudurpashchim,50200,277000,24,2024,0,0,0,0,2.8977,0.3225,0.7,124900.0,-0.0015,0.6937,0.5,0,0,10,3,151,2,178500.0,8,34,0.0152,0,0
52,Male,Province No. 1,63100,458000,48,2024,0,0,0,0,2.4069,0.4286,1.0,58600.0,0.0741,0.6711,0.6,1,1,25,0,38,4,82500.0,11,13,0.013,0,1
27,Female,Province No. 1,29100,84000,24,2021,0,0,0,0,3.5,0.2735,0.7,114600.0,0.0258,0.4461,0.6,1,1,8,1,100,3,151100.0,8,35,0.014,0,0
23,Male,Province No. 1,22800,369000,120,2022,2,2,0,0,3.2465,0.3089,1.0,93400.0,0.0166,0.7067,0.4,0,0,6,1,60,5,100800.0,12,47,0.0119,0,0
34,Female,Madhesh,37700,309000,60,2022,0,0,0,0,3.5,0.2761,0.7,69700.0,0.1058,0.6582,0.5,1,0,23,0,61,5,40800.0,11,27,0.0159,0,0
21,Female,Bagmati,122200,814000,24,2022,0,0,1,0,1.5923,0.6262,1.0,137400.0,0.0729,0.7078,0.5,0,1,1,0,26,5,88800.0,3,16,0.0122,0,1
36,Male,Karnali,27900,162000,48,2023,0,0,0,0,2.8071,0.3822,1.0,165000.0,0.0763,0.6432,1.0,0,2,35,0,83,2,211800.0,12,60,0.0169,0,0
26,Male,Lumbini,23900,222000,48,2023,0,0,0,0,1.9964,0.512,1.0,158300.0,0.116,0.4632,0.8,1,3,23,3,89,5,192300.0,8,36,0.0136,0,0
48,Male,Lumbini,54800,827000,84,2020,1,3,3,0,3.1013,0.3198,1.0,197500.0,0.107,0.7208,0.8,1,0,240,0,15,1,124600.0,12,51,0.0153,1,0
22,Male,Gandaki,32900,153000,24,2019,0,0,1,0,2.1051,0.4989,1.0,51400.0,0.0488,0.5879,0.5,0,1,1,1,48,3,25400.0,8,48,0.0125,0,1
29,Male,Madhesh,50000,460000,84,2022,0,0,0,0,2.2928,0.435,1.0,110400.0,0.0474,0.5644,0.4,0,1,110,0,50,2,164700.0,12,46,0.0145,1,0
31,Male,Bagmati,47900,201000,48,2018,17,3,4,0,2.0825,0.4667,0.4,389100.0,-0.101,0.6212,0.8,1,2,18,1,16,5,433800.0,7,4,0.0123,1,1
46,Male,Sudurpashchim,36100,259000,60,2022,0,0,1,0,1.6931,0.5844,1.0,57600.0,0.1001,0.5688,0.5,0,2,16,3,14,5,74100.0,10,71,0.0167,1,0
37,Male,Bagmati,75700,739000,36,2023,0,0,0,0,2.6508,0.3991,1.0,391500.0,0.0961,0.395,0.5,1,0,58,0,12,6,433100.0,1,60,0.0122,0,0
53,Female,Sudurpashchim,32600,137000,12,2022,3,3,0,0,1.4729,0.6965,1.0,226800.0,0.0956,0.6467,0.5,0,1,81,1,15,6,240000.0,12,57,0.0146,0,1
53,Male,Karnali,29600,107000,48,2020,12,0,0,0,2.4806,0.411,0.7,51200.0,0.1631,0.6929,0.6,1,2,149,1,82,6,49500.0,1,66,0.0144,0,0
37,Male,Madhesh,24500,166000,60,2023,0,0,1,0,3.2645,0.3146,1.0,44900.0,0.095,0.7575,0.8,1,1,122,1,24,3,91400.0,11,25,0.0148,1,0
22,Male,Madhesh,40500,254000,120,2020,16,4,1,0,3.3527,0.3024,0.7,359300.0,0.1206,0.2969,0.4,0,1,6,0,43,6,385600.0,2,37,0.0141,0,0
61,Other,Gandaki,86300,483000,36,2021,72,0,0,0,3.5,0.2456,0.7,80100.0,0.296,0.6317,0.8,1,0,31,1,54,5,59600.0,12,52,0.0121,0,0
35,Male,Province No. 1,72000,858000,36,2022,0,0,0,1,1.2199,0.8217,1.0,491400.0,0.0583,0.7366,0.8,1,1,50,1,45,5,489400.0,1,50,0.0126,0,0
43,Male,Sudurpashchim,23500,83000,120,2020,4,2,0,1,3.5,0.2603,0.4,40400.0,-0.0786,0.3332,0.8,1,1,117,1,2,4,64400.0,4,18,0.0154,0,0
60,Male,Gandaki,44100,260000,24,2024,180,1,1,1,1.8844,0.5132,1.0,62600.0,0.0147,0.3355,0.6,0,2,240,0,47,2,86600.0,4,21,0.0117,0,1
48,Male,Bagmati,95300,642000,12,2020,64,3,1,0,0.6994,1.3546,0.7,343700.0,0.0933,0.3209,0.8,0,2,58,1,77,2,465400.0,5,8,0.0122,0,1
45,Female,Bagmati,96100,689000,12,2023,2,0,0,0,0.5817,1.419,1.0,192900.0,0.0585,0.7934,0.6,1,4,10,0,105,6,244000.0,8,39,0.0114,0,1
35,Male,Madhesh,39100,577000,48,2024,10,5,3,0,1.0252,0.9781,0.7,33600.0,0.1798,0.6596,0.4,0,2,6,1,30,4,1500.0,6,5,0.0131,0,1
55,Male,Province No. 1,86800,557000,36,2021,103,5,3,1,1.4228,0.7285,0.7,583200.0,0.0059,0.3644,0.6,1,4,57,5,105,4,556000.0,7,0,0.0122,0,1
29,Male,Sudurpashchim,30700,189000,48,2018,0,0,0,0,2.9131,0.3415,1.0,79800.0,0.1146,0.5505,0.4,0,1,0,1,19,3,77200.0,5,6,0.0152,1,0
41,Male,Bagmati,23400,75000,120,2020,1,2,1,0,3.5,0.1866,1.0,157700.0,0.089,0.5423,0.4,0,1,76,0,65,6,133400.0,10,95,0.0111,0,0
35,Male,Karnali,29600,211000,36,2023,5,4,0,0,3.183,0.3049,1.0,200200.0,0.0415,0.7126,0.5,1,0,5,0,10,5,246600.0,10,95,0.0152,0,0
25,Male,Gandaki,70600,476000,24,2018,4,1,1,0,2.0138,0.5237,1.0,331500.0,0.1011,0.58,0.5,0,1,24,2,84,2,355600.0,3,34,0.0125,0,1
32,Female,Karnali,14800,66000,24,2023,0,0,0,0,1.4598,0.655,0.4,92500.0,0.1755,0.5,0.5,0,2,31,2,46,1,99000.0,10,90,0.0149,1,0
28,Male,Bagmati,40400,356000,60,2022,22,3,1,0,2.344,0.4243,0.7,375100.0,0.015,0.5411,0.6,1,1,29,2,32,2,266300.0,2,38,0.0113,0,0
24,Male,Lumbini,24900,291000,36,2023,8,0,0,0,0.9443,1.0923,0.7,500.0,0.2334,0.6549,0.8,1,3,47,4,10,2,500.0,5,5,0.0146,0,0
52,Female,Province No. 1,22500,188000,36,2023,4,2,2,0,2.319,0.4489,0.4,500.0,0.0542,0.703,0.4,1,0,37,1,27,3,500.0,2,58,0.0126,1,0
50,Female,Bagmati,86700,878000,84,2023,0,0,1,0,3.5,0.2536,0.7,193800.0,0.2242,0.7367,0.6,0,0,14,0,33,1,151700.0,5,17,0.0118,0,0
57,Male,Lumbini,47100,358000,120,2018,0,0,0,0,2.7643,0.3517,0.7,133600.0,0.1124,0.3255,0.4,0,1,126,1,14,2,177700.0,7,21,0.0134,1,0
22,Female,Province No. 1,16400,120000,12,2023,15,1,1,1,1.1435,1.0549,1.0,116300.0,0.0642,0.3524,0.6,0,0,5,0,7,4,130600.0,2,41,0.013,0,0
40,Female,Bagmati,147200,1184000,60,2022,25,5,4,0,1.4193,0.6704,1.0,1021400.0,0.0994,0.4957,0.6,0,3,152,3,36,6,1093700.0,9,49,0.0116,0,1
48,Female,Bagmati,128100,1046000,84,2022,15,1,0,0,3.5,0.2551,1.0,1498000.0,0.041,0.5187,0.5,0,1,1,3,15,3,1331800.0,3,34,0.0113,0,0
41,Male,Lumbini,46000,466000,120,2023,0,0,0,0,2.1398,0.4735,1.0,57300.0,0.087,0.4514,0.5,1,2,32,1,22,4,74700.0,2,43,0.0144,1,0
22,Female,Gandaki,44800,296000,12,2022,33,1,2,0,1.1641,0.806,1.0,552200.0,0.0689,0.2929,0.6,0,0,0,1,26,2,650300.0,8,41,0.0133,0,1
39,Female,Bagmati,174900,1092000,84,2022,42,4,2,0,3.2462,0.3212,1.0,850500.0,0.0446,0.3115,0.5,0,1,175,2,82,6,809500.0,2,34,0.0114,0,0
26,Female,Madhesh,50300,339000,120,2022,152,0,0,2,3.5,0.2865,1.0,699500.0,0.0032,0.4529,0.6,1,1,12,1,7,6,708800.0,6,9,0.0155,0,0
21,Male,Sudurpashchim,14600,80000,60,2023,0,0,0,0,1.8055,0.561,1.0,18000.0,0.0303,0.2915,1.0,1,4,7,1,24,1,68000.0,5,16,0.0151,0,0
51,Male,Gandaki,59500,702000,120,2024,0,0,0,0,3.5,0.2311,1.0,73200.0,0.0521,0.332,0.5,0,0,61,1,1,5,100800.0,4,30,0.012,0,0
25,Male,Gandaki,55500,209000,48,2022,0,0,0,0,2.883,0.3665,1.0,134400.0,0.0987,0.2633,1.0,1,1,20,0,1,2,99100.0,5,2,0.0114,0,0
33,Female,Karnali,20100,153000,60,2021,0,0,1,0,3.5,0.2224,1.0,117500.0,0.0353,0.8252,0.6,0,0,67,0,83,6,148700.0,6,17,0.0164,1,0
62,Other,Madhesh,32600,359000,36,2022,0,0,0,0,1.6899,0.5506,1.0,252500.0,0.0566,0.7716,0.8,1,0,240,0,132,4,145000.0,10,95,0.0145,0,0
60,Male,Karnali,26800,282000,84,2024,4,1,1,0,1.3015,0.7669,0.7,46300.0,-0.1021,0.7539,0.8,0,4,240,5,244,4,49000.0,9,46,0.0158,1,1
22,Other,Madhesh,34600,243000,60,2019,8,0,0,0,3.4098,0.308,0.7,117400.0,0.0734,0.4183,0.4,0,1,7,2,48,2,156600.0,9,52,0.0146,1,0
37,Male,Province No. 1,46700,223000,24,2024,3,3,2,0,2.3268,0.4144,1.0,401400.0,-0.0017,0.3271,0.8,1,1,35,4,12,5,299700.0,7,6,0.0124,1,1
35,Female,Lumbini,77100,380000,48,2023,0,0,0,0,2.7168,0.3764,1.0,406100.0,0.1163,0.398,0.5,0,1,76,1,6,1,422600.0,1,47,0.0133,1,0
47,Female,Bagmati,54400,291000,48,2021,0,0,0,0,3.2637,0.2753,1.0,227300.0,0.0683,0.4305,0.5,1,1,7,0,11,1,170700.0,3,37,0.0128,0,0
50,Female,Province No. 1,77900,508000,36,2023,0,0,0,0,3.5,0.2751,1.0,744400.0,0.0993,0.4384,0.8,0,0,84,0,41,2,474900.0,6,3,0.0149,0,0
24,Male,Madhesh,14300,70000,48,2023,0,0,0,0,3.1491,0.3188,1.0,26000.0,0.0542,0.7101,0.4,1,1,1,2,72,4,67700.0,5,18,0.0134,0,0
38,Other,Bagmati,50100,288000,84,2024,14,0,0,0,3.5,0.1434,0.4,37900.0,0.1714,0.7585,0.8,1,0,40,0,42,6,72500.0,2,35,0.0108,0,0
32,Male,Bagmati,108200,795000,120,2022,0,0,0,0,3.5,0.2349,1.0,252600.0,0.0103,0.4592,0.6,1,1,32,2,10,3,169500.0,6,1,0.0121,0,0
62,Male,Lumbini,49300,657000,84,2023,26,5,5,0,1.2408,0.8763,1.0,57100.0,0.1147,0.5643,0.5,0,3,240,1,23,5,16300.0,8,26,0.0135,0,1
33,Female,Bagmati,74100,312000,84,2021,0,0,0,0,2.7225,0.386,0.7,102300.0,0.1124,0.4312,0.5,0,2,8,1,17,3,127500.0,1,59,0.0133,0,0
22,Male,Gandaki,51100,302000,60,2021,5,2,3,0,1.4406,0.7316,1.0,524700.0,0.0776,0.2598,0.6,1,5,23,6,11,1,634800.0,1,74,0.0128,0,1
47,Male,Bagmati,170000,1967000,60,2019,20,1,0,0,1.3152,0.78,1.0,143700.0,0.0419,0.5648,0.5,0,2,218,2,79,5,192900.0,10,89,0.0116,0,0
57,Male,Madhesh,33700,522000,120,2022,0,0,0,0,2.5067,0.3979,1.0,208800.0,0.0821,0.6506,0.4,0,1,240,0,16,3,227300.0,1,49,0.0129,0,0
55,Female,Gandaki,39900,327000,120,2018,20,3,2,0,3.5,0.159,0.4,500.0,0.1264,0.7491,0.6,1,0,240,1,3,1,45700.0,10,91,0.0116,1,0
26,Female,Madhesh,53600,499000,48,2024,34,3,2,0,3.105,0.3369,1.0,183900.0,0.0318,0.4771,0.5,0,0,7,2,37,5,200400.0,8,43,0.0144,0,0
52,Male,Bagmati,75600,561000,24,2020,0,0,0,0,1.3449,0.75,0.7,59800.0,-0.0209,0.318,0.6,0,2,240,1,9,5,93700.0,9,69,0.0108,0,1
29,Female,Bagmati,191800,1883000,24,2022,0,0,0,0,1.5828,0.6589,0.7,502000.0,0.2384,0.7772,0.6,1,0,38,0,1,4,571400.0,10,85,0.0117,0,0
27,Male,Lumbini,66700,712000,12,2024,0,0,0,0,0.7435,1.4255,1.0,451500.0,0.0733,0.6684,0.6,1,1,18,3,108,2,256400.0,8,48,0.0136,0,0
43,Female,Gandaki,86600,937000,12,2021,3,2,1,0,0.6667,1.4351,0.7,264000.0,-0.0619,0.3472,0.8,1,1,74,1,8,2,177600.0,7,4,0.0119,1,0
54,Male,Lumbini,73400,554000,24,2018,1,2,1,0,1.4443,0.7091,1.0,597700.0,0.0394,0.3632,0.5,0,2,240,0,176,3,620700.0,8,28,0.0133,0,0
57,Male,Bagmati,23300,114000,12,2021,0,0,0,0,1.6176,0.5791,1.0,79900.0,0.0437,0.7981,0.8,1,0,4,1,29,4,31000.0,5,5,0.0112,0,0
46,Male,Bagmati,38100,479000,36,2024,0,0,0,0,1.5236,0.7087,1.0,63200.0,0.0825,0.6066,1.0,1,1,65,2,169,6,86100.0,12,51,0.0123,1,0
38,Male,Bagmati,44500,409000,48,2024,60,1,1,0,1.837,0.5603,0.4,456700.0,-0.1251,0.7205,0.6,1,1,181,0,10,3,314500.0,1,71,0.0124,0,1
45,Female,Madhesh,29000,170000,36,2022,10,1,0,0,1.9251,0.4891,1.0,24100.0,0.0888,0.4827,1.0,0,3,38,4,197,3,5600.0,4,16,0.0143,0,0
33,Male,Gandaki,80100,291000,120,2022,4,1,1,0,2.8555,0.3585,1.0,729000.0,0.1028,0.2829,0.6,0,2,19,3,86,5,645700.0,5,27,0.0113,0,0
26,Female,Karnali,8000,120000,48,2021,0,0,0,0,1.1445,0.7444,0.4,14800.0,0.0528,0.4629,0.6,1,1,19,1,23,3,26000.0,1,56,0.0146,0,0
37,Female,Gandaki,81600,563000,120,2022,0,0,0,0,3.5,0.1369,1.0,81000.0,0.0805,0.4936,0.8,1,0,163,0,37,5,152900.0,9,52,0.0121,1,0
28,Female,Madhesh,16700,96000,12,2022,7,0,1,0,0.9769,0.9724,0.4,500.0,0.0783,0.4382,0.8,1,2,85,2,63,6,500.0,3,22,0.0149,0,0
24,Female,Lumbini,29900,424000,36,2021,0,0,0,0,1.4117,0.7379,0.7,87000.0,0.0797,0.8071,1.0,1,1,17,0,32,6,148500.0,2,60,0.0121,0,0
52,Other,Bagmati,160100,1219000,120,2023,7,1,0,0,2.858,0.3295,0.7,368400.0,0.1278,0.6784,0.6,1,1,95,2,13,5,338100.0,7,0,0.0118,0,0
56,Female,Madhesh,43200,198000,36,2024,15,6,4,0,1.5172,0.6451,0.7,239600.0,0.0458,0.7581,0.8,1,4,213,0,3,5,239800.0,7,5,0.0146,0,0
52,Female,Gandaki,24000,237000,84,2023,0,0,0,0,1.4217,0.6991,0.7,182200.0,-0.0786,0.7009,0.5,1,3,12,0,7,2,168600.0,12,41,0.0129,0,0
59,Male,Madhesh,51100,293000,60,2020,6,4,1,0,2.7907,0.3634,1.0,401100.0,0.0669,0.3803,0.5,0,1,43,1,4,2,401600.0,6,3,0.0132,0,0
41,Female,Bagmati,54000,350000,60,2020,4,2,2,0,3.5,0.2139,0.4,11300.0,0.0578,0.717,0.6,1,0,239,0,44,4,22500.0,1,53,0.0115,0,0
49,Female,Sudurpashchim,21000,303000,120,2024,18,3,2,0,1.5126,0.6579,0.4,163000.0,0.0707,0.4074,1.0,0,4,240,4,34,2,179300.0,12,32,0.0155,0,0
29,Male,Province No. 1,45300,457000,48,2019,7,1,2,0,1.7,0.5906,0.4,131100.0,0.0843,0.4956,0.6,0,1,2,0,123,6,194500.0,7,0,0.0127,0,0
39,Male,Bagmati,96200,519000,48,2021,23,0,0,0,3.5,0.2846,0.7,52400.0,-0.0373,0.5421,0.6,1,1,114,0,126,4,70200.0,11,18,0.0121,0,0
25,Male,Lumbini,50000,331000,24,2018,80,1,0,1,2.0337,0.5125,1.0,43200.0,0.0983,0.7495,0.6,1,0,11,1,35,4,66900.0,5,10,0.0139,0,0
46,Female,Sudurpashchim,39400,326000,12,2020,3,5,6,0,0.8406,1.1358,0.7,182300.0,0.2669,0.7516,0.4,1,1,28,2,19,2,134100.0,1,49,0.0149,0,1
39,Female,Gandaki,99500,818000,12,2021,9,1,0,0,0.8902,1.1748,1.0,98400.0,0.0472,0.4912,0.8,1,2,11,2,65,6,69800.0,3,16,0.0138,1,0
44,Male,Sudurpashchim,28800,233000,24,2018,1,3,2,0,1.4777,0.6975,1.0,500.0,0.049,0.2802,0.8,1,1,90,1,82,3,18000.0,9,62,0.0147,0,0
56,Male,Lumbini,28400,214000,60,2022,9,0,0,0,1.3204,0.7733,0.7,97000.0,0.2509,0.6129,0.5,0,2,69,1,50,6,71300.0,9,50,0.0124,0,0
23,Other,Province No. 1,57300,235000,84,2021,0,0,0,0,1.7694,0.5943,0.7,551600.0,0.1478,0.3192,0.4,0,3,21,2,44,3,684000.0,10,78,0.0135,0,0
39,Male,Province No. 1,49000,244000,60,2021,0,0,0,0,3.5,0.1547,1.0,104000.0,0.1206,0.4402,0.6,0,0,58,0,60,5,143500.0,7,0,0.0121,0,0
37,Female,Bagmati,102500,1217000,120,2023,0,0,0,0,1.8153,0.5566,1.0,59300.0,0.0607,0.455,0.6,0,2,9,3,5,3,64800.0,9,52,0.0126,1,0
52,Male,Madhesh,31200,356000,120,2021,0,0,0,0,3.5,0.2229,0.7,500.0,0.2587,0.8172,1.0,1,0,115,1,28,2,13300.0,3,31,0.0146,1,0
48,Male,Madhesh,43300,221000,48,2018,0,0,0,0,3.5,0.1798,1.0,157800.0,0.0724,0.7777,0.5,0,0,169,3,45,2,181000.0,6,0,0.0133,0,0
51,Male,Bagmati,20000,125000,60,2022,3,1,0,0,3.5,0.1814,0.4,26900.0,-0.0652,0.2886,0.6,1,0,240,0,53,4,54400.0,4,25,0.0118,0,0
56,Male,Gandaki,49500,647000,48,2022,0,0,0,0,1.6984,0.6034,0.7,440700.0,-0.0423,0.7395,0.6,1,1,31,3,11,6,365900.0,7,0,0.0121,0,0
33,Male,Province No. 1,36500,119000,48,2022,0,0,0,0,3.1713,0.3328,1.0,115600.0,-0.0025,0.7449,0.6,0,1,41,1,180,4,66300.0,11,11,0.0135,0,0
36,Male,Bagmati,118200,909000,120,2018,0,0,0,0,1.8569,0.5197,1.0,721100.0,0.1253,0.5386,0.6,1,3,13,1,9,2,611400.0,5,11,0.0119,0,0
